//Version																																																																																																																																																																																	
//몬스터NPC스크립트_Ch																																//**근거리11.522.5					**공격속도입력시주의사항프레임/30*1000+1000																														**어그로확률일반/리더:50중보스/보스:50																																																																																																														
//최초작업자		이정환															//10001~11000:NPC															//**원거리61014					//**달리는속도:357911																									쏘니바인 디버프 Seed 값																																																																																																																			
//최종작업자		강경란															크리티컬 Seed 값																																													1	일반	0																																																																																																																	
//최종수정일자		2009-04-22 11:44															1	일반	3																																											2	정예	10																																																								//아이템드랍율1이면추가아이템드롭발생																																																									
//																	3	리더	5																																											3	리더	5																																																								//드랍확율은총합이10000이하가될것																																																									
//																	2	정예	7																																											4	캡틴	15																																																																		//아이템드랍율1이면추가아이템드롭발생										//아이템드랍율1이면추가아이템드롭발생																																					
//일반																	4	캡틴	9																																											5	보스	20			**스킬입력시스킬사용주기시간값입력필요																																																				//드롭방식선택											//드랍확율은총합이10000이하가될것										//드랍확율은총합이10000이하가될것																																					
//변경후																	5	보스	11																																											9	럭키	50			//어그로확률은AITypeInfo에있음																																																				//0 : 기존에 필드+배틀존 둘다 한번에 설정하는 파라미터 사용																																																										
//1.4	//파서작업에서 잠시 제외_정동일																9	럭키	13																																																																																																				//1 : 신규로 추가 된 필드 따로 배틀존 따로 설정하는 파라미터 사용																														//	퀘스트Drop																											
//파라메타 업데이트 버전 정보						0815-수식추가	904			815																																1.0.0.1	1.0.0.1	0.8.1.9			1.0.0.3																																																																																																									812	812	812	812	812	812	812	812																		
//	몬스터ID	이름	레벨	표시레벨	HP	MP최대치	최대SD	몬스터네임코드	몬스터이미지코드	NPC장비이미지	등급분류(일반/보스)	경험치적용	크기	AI타입	찾기가능여부	일반공격의속성	크리티컬확률	최소공격력	최대공격력	방어력	마법방어	몬스터계열	물저항력	불저항력	바람저항력	대지저항력	공성	회피	공격타입	아머타입	몬스터바디사이즈	공격거리	시야범위	이동거리	걷는속도	달리는속도	공격속도(물리/마법)	공격속도2	공격1발사체	공격2발사체	점프	타격이펙트코드	타격크리이펙트코드	스폰이펙트코드	스폰애니	스폰시간	부활대기시간	적대성향	이동성향	이동영역ID	몬스터상황조건1	몬스터상황조건1수치	특수행동1Type	행동코드파라미터1	특수행동1수치/확률	몬스터상황조건2	몬스터상황조건수치2	특수행동2Type	행동코드파라미터2	특수행동2수치/확률	상태코드입력1	디버프확률1	디버프이펙트코드1	상태코드입력2	디버프확률2	디버프이펙트코드2	어그로확률	스킬조건체크주기시간	부활조건	부활조건파리미터	부활확률	부활종류	부활애니딜레이시간	힐조건	힐조건파라미터	힐확률	힐종류	힐딜레이시간	소환조건	소환조건파라미터	소환확률	소환종류	소환딜레이시간	스킬사용확률	사용스킬id1	스킬사용확률	스킬1딜레이시간	사용스킬id2	스킬사용확률	스킬2딜레이시간	사용스킬id3	스킬사용확률	스킬3딜레이시간	사용스킬id4	스킬사용확률	스킬4딜레이시간	사용스킬id5	스킬사용확률	스킬5딜레이시간	사용스킬id6	스킬사용확률	스킬6딜레이시간	사용스킬id7	스킬사용확률	스킬7딜레이시간	사용스킬id8	스킬사용확률	스킬8딜레이시간	사용스킬id9	스킬사용확률	스킬9딜레이시간	사용스킬id10	스킬사용확률	스킬10딜레이시간	증오스킬	복수스킬	사용확률	소유권	드롭방식선택	배틀존+필드 Drop 설정										필드 Drop 설정										배틀존 Drop 설정										퀘스트ID1	퀘스트Drop1	퀘스트ID2	퀘스트Drop2	퀘스트ID3	퀘스트Drop3	퀘스트ID4	퀘스트Drop4	퀘스트ID5	퀘스트Drop5	AC코드	AC참조방식	특수옵션ID1	옵션1파라미터	특수옵션ID2	옵션2파라미터												
	MonsterCode	Name	Level	DisplayLevel	MaxHP	MaxMP	MaxSD	NCode	ICode	NPCImageIndex	Grade	GradeExpRatio	Size	AICode	FindNPC	AttType	CriticalRatio	MinAttackPower	MaxAttackPower	PhyDef	MagicDef	Class	WaterResist	FireResist	WindResist	EarthResist	PhyAttRate	PhyAttAvoid	MeleeType	ArmorType	BodyRadius	AttRange	ViewRange	MoveRange	WalkSpeed	RunSpeed	AttSpeed	AttSpeed2	ProjectileCode	ProjectileCode2	JumpRatio	AttackEffectCode	AttackCriticalEffectCode	SpawnEffectCode	SpawnAniCode	SpawnAniTime	DeadWaitingTime	Attitude	MoveAttitude	MoveAreaID	MonsterCondition1	MonsterConditionParam1	ActionType1	ActionParam1	ActionRate1	MonsterCondition2	MonsterConditionParam2	ActionType2	ActionParam2	ActionRate2	StateCode1	ConditionRatio1	ConditionEffectCode1	StateCode2	ConditionRatio2	ConditionEffectCode2	ChangeTargetRatio	SkillUpdateTime	ReviveCondition	ReviveConditionParam	ReviveRate	ReviveCode	ReviveDelay	HealCondition	HealConditionParam	HealRate	HealCode	HealDelay	SummonCondition	SummonConditionParam	SummonRate	SummonCode	SummonDelay	SkillUsePossible	SkillCode1	SkillRate1	SkillDelay1	SkillCode2	SkillRate2	SkillDelay2	SkillCode3	SkillRate3	SkillDelay3	SkillCode4	SkillRate4	SkillDelay4	SkillCode5	SkillRate5	SkillDelay5	SkillCode6	SkillRate6	SkillDelay6	SkillCode7	SkillRate7	SkillDelay7	SkillCode8	SkillRate8	SkillDelay8	SkillCode9	SkillRate9	SkillDelay9	SkillCode10	SkillRate10	SkillDelay10	HateSkill	RevengeSkill	RevengeRate	DropOwnership	Region	DropIndex1	DropIndex2	DropIndex3	DropIndex4	DropIndex5	DropIndex6	DropIndex7	DropIndex8	DropIndex9	DropIndex10	FieldDropIndex1	FieldDropIndex2	FieldDropIndex3	FieldDropIndex4	FieldDropIndex5	FieldDropIndex6	FieldDropIndex7	FieldDropIndex8	FieldDropIndex9	FieldDropIndex10	BattleDropIndex1	BattleDropIndex2	BattleDropIndex3	BattleDropIndex4	BattleDropIndex5	BattleDropIndex6	BattleDropIndex7	BattleDropIndex8	BattleDropIndex9	BattleDropIndex10	QuestCode1	QuestDropIndex1	QuestCode2	QuestDropIndex2	QuestCode3	QuestDropIndex3	QuestCode4	QuestDropIndex4	QuestCode5	QuestDropIndex5	ACCode	ACReferenceID	OptionID1	OptionParam1	OptionID2	OptionParam2	DEST	ACT1	P1	ACT2	P2	ACT3	P3	ACT4	P4	ACT5	P5	FieldEnd
	7156	설원의드래곤1	24	49	1878	1502	0	19013	50322	0	3	2.6	100	1	0	1	14	135	165	300	276	4	0	0	0	0	542	101	2	5	0.8	3	13	1	0.85	5	2733	2667	0	0	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	24	K680	0	0	NULL	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15431	50	2500	15441	50	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62049	77049	0	0	0	20087	0	11101	82049	0	62049	72049	0	0	0	20087	0	11101	82049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7157	설원의드래곤2	25	50	1914	1531	0	19013	50322	0	3	2.6	100	1	0	1	15	137	168	306	282	4	0	0	0	0	550	103	2	5	0.8	3	13	1	0.85	5	2733	2667	0	0	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	25	K680	0	0	NULL	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15431	50	2500	15441	50	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62050	77050	0	0	0	20087	0	11101	82050	0	62050	72050	0	0	0	20087	0	11101	82050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7158	설원의드래곤3	25	51	1951	1561	0	19013	50322	0	3	2.6	100	1	0	1	15	140	171	313	288	4	0	0	0	0	558	105	2	5	0.8	3	13	1	0.85	5	2733	2667	0	0	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	25	K680	0	0	NULL	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15431	50	2500	15441	50	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62051	77051	0	0	0	20087	0	11101	82051	0	62051	72051	0	0	0	20087	0	11101	82051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7159	설원의드래곤4	26	52	1987	1590	0	19013	50322	0	3	2.6	100	1	0	1	15	143	175	319	293	4	0	0	0	0	566	107	2	5	0.8	3	13	1	0.85	5	2733	2667	0	0	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	25	K680	0	0	NULL	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15431	50	2500	15441	50	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62052	77052	0	0	0	20087	0	11101	82052	0	62052	72052	0	0	0	20087	0	11101	82052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7160	설원의드래곤5	26	53	2023	1618	0	19013	50322	0	3	2.6	100	1	0	1	15	145	178	324	298	4	0	0	0	0	574	109	2	5	0.8	3	13	1	0.85	5	2733	2667	0	0	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	26	K680	0	0	NULL	50	2000	0	0	0	0	0	0	0	0	0	0	1	20	10	15451	2333	85	15431	50	2500	15441	50	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62053	77053	0	0	0	20087	0	11101	82053	0	62053	72053	0	0	0	20087	0	11101	82053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7161	중장궁병1	25	51	1823	1458	0	15004	40347	0	3	2.6	80	1	0	2	15	102	126	313	288	2	0	0	0	0	614	121	1	1	0.8	10.5	15	1	1.05	5	2167	2167	3	3	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	25	K680	0	0	NULL	50	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15311	50	1888	15321	50	1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62051	77051	0	0	0	20087	0	11101	82051	0	62051	72051	0	0	0	20087	0	11101	82051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7162	중장궁병2	26	52	1857	1486	0	15004	40347	0	3	2.6	80	1	0	2	15	104	127	319	293	2	0	0	0	0	623	123	1	1	0.8	10.5	15	1	1.05	5	2167	2167	3	3	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	25	K680	0	0	NULL	50	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15311	50	1888	15321	50	1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62052	77052	0	0	0	20087	0	11101	82052	0	62052	72052	0	0	0	20087	0	11101	82052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7163	중장궁병3	26	53	1891	1513	0	15004	40347	0	3	2.6	80	1	0	2	15	106	130	324	298	2	0	0	0	0	631	125	1	1	0.8	10.5	15	1	1.05	5	2167	2167	3	3	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	26	K680	0	0	NULL	50	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15311	50	1888	15321	50	1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62053	77053	0	0	0	20087	0	11101	82053	0	62053	72053	0	0	0	20087	0	11101	82053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7164	중장궁병4	27	54	1925	1540	0	15004	40347	0	3	2.6	80	1	0	2	15	108	132	331	305	2	0	0	0	0	640	128	1	1	0.8	10.5	15	1	1.05	5	2167	2167	3	3	0	0	0	0	zzzz	0	20000	2	0	0	1	100	1	0	100	0	0	0	0	0	219	26	K680	0	0	NULL	50	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15311	50	1888	15321	50	1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62054	77054	0	0	0	20087	0	11101	82054	0	62054	72054	0	0	0	20087	0	11101	82054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7165	중장궁병5	27	55	1959	1567	0	15004	40347	0	3	2.6	80	1	0	2	16	110	135	337	310	2	0	0	0	0	649	130	1	1	0.8	10.5	15	1	1.05	5	2167	2167	3	3	0	0	0	0	zzzz	0	20000	2	0	0	1	100	1	0	100	0	0	0	0	0	219	27	K680	0	0	NULL	50	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15311	50	1888	15321	50	1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62055	77055	0	0	0	20087	0	11101	82055	0	62055	72055	0	0	0	20087	0	11101	82055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7166	하급경비병1	27	54	2059	1647	0	15024	50331	0	3	2.6	120	1	0	1	15	120	147	331	305	2	0	0	0	0	582	111	3	1	0.8	2	13	1	1.38	5	2167	2333	0	0	20	0	0	0	zzzz	0	20000	2	0	0	1	100	1	0	100	0	0	0	0	0	219	26	K680	0	0	NULL	50	3000	0	0	0	0	0	1	30	50	15571	2500	0	0	0	0	0	85	15551	50	2000	15561	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62054	77054	0	0	0	20087	0	11101	82054	0	62054	72054	0	0	0	20087	0	11101	82054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7167	하급경비병2	27	55	2096	1677	0	15024	50331	0	3	2.6	120	1	0	1	16	122	150	337	310	2	0	0	0	0	590	113	3	1	0.8	2	13	1	1.38	5	2167	2333	0	0	20	0	0	0	zzzz	0	20000	2	0	0	1	100	1	0	100	0	0	0	0	0	219	27	K680	0	0	NULL	50	3000	0	0	0	0	0	1	30	50	15571	2500	0	0	0	0	0	85	15551	50	2000	15561	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62055	77055	0	0	0	20087	0	11101	82055	0	62055	72055	0	0	0	20087	0	11101	82055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7168	하급경비병3	28	56	2132	1706	0	15024	50331	0	3	2.6	120	1	0	1	16	125	152	343	315	2	0	0	0	0	598	115	3	1	0.8	2	13	1	1.38	5	2167	2333	0	0	20	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	27	K680	0	0	NULL	50	3000	0	0	0	0	0	1	30	50	15571	2500	0	0	0	0	0	85	15551	50	2000	15561	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62056	77056	0	0	0	20087	0	11101	82056	0	62056	72056	0	0	0	20087	0	11101	82056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7169	하급경비병4	28	57	2168	1734	0	15024	50331	0	3	2.6	120	1	0	1	16	126	154	350	321	2	0	0	0	0	606	117	3	1	0.8	2	13	1	1.38	5	2167	2333	0	0	20	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	27	K680	0	0	NULL	50	3000	0	0	0	0	0	1	30	50	15571	2500	0	0	0	0	0	85	15551	50	2000	15561	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62057	77057	0	0	0	20087	0	11101	82057	0	62057	72057	0	0	0	20087	0	11101	82057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7170	하급경비병5	29	58	2204	1763	0	15024	50331	0	3	2.6	120	1	0	1	16	128	157	356	327	2	0	0	0	0	614	119	3	1	0.8	2	13	1	1.38	5	2167	2333	0	0	20	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	28	K680	0	0	NULL	50	3000	0	0	0	0	0	1	30	50	15571	2500	0	0	0	0	0	85	15551	50	2000	15561	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62058	77058	0	0	0	20087	0	11101	82058	0	62058	72058	0	0	0	20087	0	11101	82058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7171	설원의문지기1	28	55	2368	1894	0	17035	50332	0	3	2.6	120	1	0	1	16	151	184	337	310	8	0	0	0	0	590	113	2	5	0.8	2.5	13	1	1.38	3	2667	2667	0	0	0	0	0	0	zzzz	0	20000	2	0	0	1	100	1	0	100	0	0	0	0	0	219	27	K680	0	0	NULL	50	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15931	50	3000	15941	50	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62055	77055	0	0	0	20087	0	11101	82055	0	62055	72055	0	0	0	20087	0	11101	82055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7172	설원의문지기2	28	56	2410	1928	0	17035	50332	0	3	2.6	120	1	0	1	16	153	188	343	315	8	0	0	0	0	598	115	2	5	0.8	2.5	13	1	1.38	3	2667	2667	0	0	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	27	K680	0	0	NULL	50	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15931	50	3000	15941	50	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62056	77056	0	0	0	20087	0	11101	82056	0	62056	72056	0	0	0	20087	0	11101	82056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7173	설원의문지기3	29	57	2450	1960	0	17035	50332	0	3	2.6	120	1	0	1	16	155	190	350	321	8	0	0	0	0	606	117	2	5	0.8	2.5	13	1	1.38	3	2667	2667	0	0	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	27	K680	0	0	NULL	50	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15931	50	3000	15941	50	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62057	77057	0	0	0	20087	0	11101	82057	0	62057	72057	0	0	0	20087	0	11101	82057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7174	설원의문지기4	29	58	2492	1994	0	17035	50332	0	3	2.6	120	1	0	1	16	158	194	356	327	8	0	0	0	0	614	119	2	5	0.8	2.5	13	1	1.38	3	2667	2667	0	0	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	28	K680	0	0	NULL	50	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15931	50	3000	15941	50	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62058	77058	0	0	0	20087	0	11101	82058	0	62058	72058	0	0	0	20087	0	11101	82058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7175	설원의문지기5	30	59	2532	2026	0	17035	50332	0	3	2.6	120	1	0	1	16	161	197	361	333	8	0	0	0	0	622	121	2	5	0.8	2.5	13	1	1.38	3	2667	2667	0	0	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	28	K680	0	0	NULL	50	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15931	50	3000	15941	50	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62059	77059	0	0	0	20087	0	11101	82059	0	62059	72059	0	0	0	20087	0	11101	82059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7176	백색의마법사1	28	56	1992	1594	0	17037	50333	0	3	2.6	120	1	0	3	16	153	188	326	363	2	0	0	0	0	598	115	1	3	0.8	14.5	15	1	0.2	5	3000	3033	3	3	0	0	0	0	N999	2833	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	27	K680	0	0	NULL	50	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15931	50	3000	15941	50	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62056	77056	0	0	0	20087	0	11101	82056	0	62056	72056	0	0	0	20087	0	11101	82056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7177	백색의마법사2	28	57	2026	1621	0	17037	50333	0	3	2.6	120	1	0	3	16	155	190	332	369	2	0	0	0	0	606	117	1	3	0.8	14.5	15	1	0.2	5	3000	3033	3	3	0	0	0	0	N999	2833	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	27	K680	0	0	NULL	50	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15931	50	3000	15941	50	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62057	77057	0	0	0	20087	0	11101	82057	0	62057	72057	0	0	0	20087	0	11101	82057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7178	백색의마법사3	29	58	2061	1649	0	17037	50333	0	3	2.6	120	1	0	3	16	158	194	338	376	2	0	0	0	0	614	119	1	3	0.8	14.5	15	1	0.2	5	3000	3033	3	3	0	0	0	0	N999	2833	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	28	K680	0	0	NULL	50	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15931	50	3000	15941	50	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62058	77058	0	0	0	20087	0	11101	82058	0	62058	72058	0	0	0	20087	0	11101	82058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7179	백색의마법사4	29	59	2094	1675	0	17037	50333	0	3	2.6	120	1	0	3	16	161	197	343	382	2	0	0	0	0	622	121	1	3	0.8	14.5	15	1	0.2	5	3000	3033	3	3	0	0	0	0	N999	2833	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	28	K680	0	0	NULL	50	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15931	50	3000	15941	50	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62059	77059	0	0	0	20087	0	11101	82059	0	62059	72059	0	0	0	20087	0	11101	82059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7180	백색의마법사5	30	60	2128	1702	0	17037	50333	0	3	2.6	120	1	0	3	17	163	200	350	389	2	0	0	0	0	630	123	1	3	0.8	14.5	15	1	0.2	5	3000	3033	3	3	0	0	0	0	N999	2833	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	29	K680	0	0	NULL	50	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15931	50	3000	15941	50	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62060	77060	0	0	0	20087	0	11101	82060	0	62060	72060	0	0	0	20087	0	11101	82060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7181	하급정찰병1	23	42	1588	1270	0	17036	50321	0	3	2.6	80	1	0	2	13	81	99	252	231	2	0	0	0	0	478	85	1	2	0.8	6.5	15	1	0.85	5	2333	2333	3	3	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	21	K680	0	0	NULL	50	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62042	77042	0	0	0	20087	0	11101	82042	0	62042	72042	0	0	0	20087	0	11101	82042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	7182	하급보초병1	21	41	1588	1270	0	17033	50311	0	3	2.6	80	1	0	1	13	81	99	252	231	2	0	0	0	0	478	85	2	2	0.8	6.5	15	1	0.85	5	2067	1900	0	0	0	0	0	0	zzzz	0	20000	2	0	0	0	0	0	0	0	0	0	0	0	0	219	21	K680	0	0	NULL	50	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62041	77041	0	0	0	20087	0	11101	82041	0	62041	72041	0	0	0	20087	0	11101	82041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
