//최초작성자:지원길																																																											
//최종수정자:정동일																																																											
//Version	1.0.0.2																									528 	700 																																
//PC스타일파라미터																										533 	533 																																
//	오후 3:47 2008-07-01																									500 	567 																																
//																																																											
//1.1																																																											
//																																										814																	
//스킬ID	스킬종류ID	스타일이름	네임코드	스타일설명코드	스타일종류	이미지코드	요구레벨	스타일레벨	최고레벨	오버가능레벨	오버스탯1종류	오버스탯1요구치/스타일요구스탯	오버스탯1종류	오버스탯2요구치/스타일요구스탯	요구스킬포인트	클래스제한	무기제한1	공격타입	사정거리	이동공격여부	스타일여부	1타코드	2타코드	3타코드	복귀코드	1타시간	2타시간	3타시간	1타추가데미지	1타추가데미지%	2타추가데미지	2타추가데미지%	3타추가데미지	3타추가데미지%	3타범위형태	3타범위	3타발동시간	공격성공증가	블록성공증가	공격속도증가	방어력증가	마법방어력증가	크리티컬보너스	3타방어력무시확률	3타관통발생확률	3타관통거리	3타스턴발생확률	3타스턴시간	3타녹백발생확률	3타녹백거리	3타다운발생확률	딜레이발생확률감소	3타딜레이발생확률	HP흡수	HP%흡수	MP흡수	MP%흡수	최대마리적용수	
StyleCode	StyleClassCode	StyleName	StyleNCode	StyleDescCode	SkillAttribute	StyleImage	RequireLV	StyleLV	MaxLV	OverLV	OverStat1Class	OverStat1	OverStat2Class	OverStat2	RequireSkillPoint	ClassDefine	WeaponDefine	AttType	AttRange	MoveAttack	StyleCheck	CodeFirst	CodeSecond	CodeThird	CodeBack	TimeFirst	TimeSecond	TimeThird	AddDamage1	DamagePercent1	AddDamage2	DamagePercent2	AddDamage3	DamagePercent3	AttRangeform	StyleArea	ThirdDelay	AttackRate	AvoidRate	AttSpeedIncrease	DefenceAdd	MagicDefenceAdd	CriticalBonus	DefenceIgnore	PierceRate	PierceRange	StunRate	StunTime	KnockBackRate	KnockBackRange	DownRate	DelayReduce	DelayOccur	HPAbsorb	HPAbsorbPer	MPAbsorb	MPAbsorbPer	MaxTargetNo	FieldEnd
60202	60201	레스토르의스피드	25601	28601	409	35601	10	2	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S201	S203	S205	S206	367 	467 	533 	0	0.00 	0	0.00 	0	0.00 	1	0	0.57	0	0	2 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60203	60201	레스토르의스피드	25601	28601	409	35601	20	3	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S201	S203	S205	S206	367 	467 	533 	0	0.00 	0	0.00 	0	0.00 	1	0	0.57	0	0	3 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60204	60201	레스토르의스피드	25601	28601	409	35601	30	4	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S201	S203	S205	S206	367 	467 	533 	0	0.00 	0	0.00 	0	0.00 	1	0	0.57	0	0	4 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60205	60201	레스토르의스피드	25601	28601	409	35601	40	5	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S201	S203	S205	S206	367 	467 	533 	0	0.00 	0	0.00 	0	0.00 	1	0	0.57	0	0	5 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60206	60201	레스토르의스피드	25601	28601	409	35601	50	6	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S201	S203	S205	S206	367 	467 	533 	0	0.00 	0	0.00 	0	0.00 	1	0	0.57	0	0	6 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60207	60201	레스토르의스피드	25601	28601	409	35601	60	7	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S201	S203	S205	S206	367 	467 	533 	0	0.00 	0	0.00 	0	0.00 	1	0	0.57	0	0	7 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60208	60201	레스토르의스피드	25601	28601	409	35601	70	8	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S201	S203	S205	S206	367 	467 	533 	0	0.00 	0	0.00 	0	0.00 	1	0	0.57	0	0	8 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60209	60201	레스토르의스피드	25601	28601	409	35601	80	9	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S201	S203	S205	S206	367 	467 	533 	0	0.00 	0	0.00 	0	0.00 	1	0	0.57	0	0	9 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60210	60201	레스토르의스피드	25601	28601	409	35601	90	10	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S201	S203	S205	S206	367 	467 	533 	0	0.00 	0	0.00 	0	0.00 	1	0	0.57	0	0	10 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60211	60211	토르레스의크리티컬	25602	28602	409	35602	1	1	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1	S207	S209	S211	S212	400 	467 	800 	0	0.00 	0	0.00 	0	0.00 	1	0	0.53	0	0	0 	0	0	5	0	0.00 	0.0 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60212	60211	토르레스의크리티컬	25602	28602	409	35602	10	2	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S207	S209	S211	S212	400 	467 	800 	0	0.00 	0	0.00 	0	0.00 	1	0	0.53	0	0	0 	0	0	10	0	0.00 	0.0 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60213	60211	토르레스의크리티컬	25602	28602	409	35602	20	3	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S207	S209	S211	S212	400 	467 	800 	0	0.00 	0	0.00 	0	0.00 	1	0	0.53	0	0	0 	0	0	15	0	0.00 	0.0 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60214	60211	토르레스의크리티컬	25602	28602	409	35602	30	4	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S207	S209	S211	S212	400 	467 	800 	0	0.00 	0	0.00 	0	0.00 	1	0	0.53	0	0	0 	0	0	20	0	0.00 	0.0 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60215	60211	토르레스의크리티컬	25602	28602	409	35602	40	5	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S207	S209	S211	S212	400 	467 	800 	0	0.00 	0	0.00 	0	0.00 	1	0	0.53	0	0	0 	0	0	25	0	0.00 	0.0 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60216	60211	토르레스의크리티컬	25602	28602	409	35602	50	6	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S207	S209	S211	S212	400 	467 	800 	0	0.00 	0	0.00 	0	0.00 	1	0	0.53	0	0	0 	0	0	30	0	0.00 	0.0 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60217	60211	토르레스의크리티컬	25602	28602	409	35602	60	7	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S207	S209	S211	S212	400 	467 	800 	0	0.00 	0	0.00 	0	0.00 	1	0	0.53	0	0	0 	0	0	35	0	0.00 	0.0 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60218	60211	토르레스의크리티컬	25602	28602	409	35602	70	8	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S207	S209	S211	S212	400 	467 	800 	0	0.00 	0	0.00 	0	0.00 	1	0	0.53	0	0	0 	0	0	40	0	0.00 	0.0 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60219	60211	토르레스의크리티컬	25602	28602	409	35602	80	9	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S207	S209	S211	S212	400 	467 	800 	0	0.00 	0	0.00 	0	0.00 	1	0	0.53	0	0	0 	0	0	45	0	0.00 	0.0 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60220	60211	토르레스의크리티컬	25602	28602	409	35602	90	10	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S207	S209	S211	S212	400 	467 	800 	0	0.00 	0	0.00 	0	0.00 	1	0	0.53	0	0	0 	0	0	50	0	0.00 	0.0 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60221	60221	에르메우스의넉백	25603	28603	409	35603	1	1	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1	S213	S215	S217	S218	433 	400 	600 	0	0.01 	0	0.01 	0	0.03 	2	1.5	0.69	0	0	0 	0	0	0	0	0.00 	0	0	0	0.50 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60222	60221	에르메우스의넉백	25603	28603	409	35603	10	2	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S213	S215	S217	S218	433 	400 	600 	0	0.02 	0	0.02 	0	0.06 	2	1.5	0.69	0	0	0 	0	0	0	0	0.00 	0	0	0	0.55 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60223	60221	에르메우스의넉백	25603	28603	409	35603	20	3	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S213	S215	S217	S218	433 	400 	600 	0	0.03 	0	0.03 	0	0.09 	2	1.5	0.69	0	0	0 	0	0	0	0	0.00 	0	0	0	0.60 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60224	60221	에르메우스의넉백	25603	28603	409	35603	30	4	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S213	S215	S217	S218	433 	400 	600 	0	0.04 	0	0.04 	0	0.12 	2	1.5	0.69	0	0	0 	0	0	0	0	0.00 	0	0	0	0.65 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60225	60221	에르메우스의넉백	25603	28603	409	35603	40	5	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S213	S215	S217	S218	433 	400 	600 	0	0.05 	0	0.05 	0	0.15 	2	1.5	0.69	0	0	0 	0	0	0	0	0.00 	0	0	0	0.70 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60226	60221	에르메우스의넉백	25603	28603	409	35603	50	6	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S213	S215	S217	S218	433 	400 	600 	0	0.06 	0	0.06 	0	0.18 	2	1.5	0.69	0	0	0 	0	0	0	0	0.00 	0	0	0	0.75 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60227	60221	에르메우스의넉백	25603	28603	409	35603	60	7	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S213	S215	S217	S218	433 	400 	600 	0	0.07 	0	0.07 	0	0.21 	2	1.5	0.69	0	0	0 	0	0	0	0	0.00 	0	0	0	0.80 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60228	60221	에르메우스의넉백	25603	28603	409	35603	70	8	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S213	S215	S217	S218	433 	400 	600 	0	0.08 	0	0.08 	0	0.24 	2	1.5	0.69	0	0	0 	0	0	0	0	0.00 	0	0	0	0.85 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60229	60221	에르메우스의넉백	25603	28603	409	35603	80	9	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S213	S215	S217	S218	433 	400 	600 	0	0.09 	0	0.09 	0	0.27 	2	1.5	0.69	0	0	0 	0	0	0	0	0.00 	0	0	0	0.90 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60230	60221	에르메우스의넉백	25603	28603	409	35603	90	10	10	0	0	0	0	0	1	2	3	2	2.5 	1 	1 	S213	S215	S217	S218	433 	400 	600 	0	0.10 	0	0.10 	0	0.30 	2	1.5	0.69	0	0	0 	0	0	0	0	0.00 	0	0	0	1.00 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60300	60300	창노멀	25650	28650	409	35650	0	0	0	0	0	0	0	0	0	2	4	1	2.5 	1 	0	A301	A303	zzzz	zzzz	500 	567 	0 	0	0.00 	0	0.00 	0	0.00 	0	0	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60301	60301	알레이스터의데미지	25651	28651	409	35651	1	1	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1	S301	S303	S305	S306	500 	500 	700 	0	0.02 	0	0.02 	0	0.02 	1	0	0.64	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60302	60301	알레이스터의데미지	25651	28651	409	35651	10	2	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S301	S303	S305	S306	500 	500 	700 	0	0.04 	0	0.04 	0	0.04 	1	0	0.64	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60303	60301	알레이스터의데미지	25651	28651	409	35651	20	3	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S301	S303	S305	S306	500 	500 	700 	0	0.06 	0	0.06 	0	0.06 	1	0	0.64	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60304	60301	알레이스터의데미지	25651	28651	409	35651	30	4	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S301	S303	S305	S306	500 	500 	700 	0	0.08 	0	0.08 	0	0.08 	1	0	0.64	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60305	60301	알레이스터의데미지	25651	28651	409	35651	40	5	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S301	S303	S305	S306	500 	500 	700 	0	0.10 	0	0.10 	0	0.10 	1	0	0.64	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60306	60301	알레이스터의데미지	25651	28651	409	35651	50	6	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S301	S303	S305	S306	500 	500 	700 	0	0.12 	0	0.12 	0	0.12 	1	0	0.64	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60307	60301	알레이스터의데미지	25651	28651	409	35651	60	7	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S301	S303	S305	S306	500 	500 	700 	0	0.14 	0	0.14 	0	0.14 	1	0	0.64	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60308	60301	알레이스터의데미지	25651	28651	409	35651	70	8	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S301	S303	S305	S306	500 	500 	700 	0	0.16 	0	0.16 	0	0.16 	1	0	0.64	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60309	60301	알레이스터의데미지	25651	28651	409	35651	80	9	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S301	S303	S305	S306	500 	500 	700 	0	0.18 	0	0.18 	0	0.18 	1	0	0.64	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60310	60301	알레이스터의데미지	25651	28651	409	35651	90	10	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S301	S303	S305	S306	500 	500 	700 	0	0.20 	0	0.20 	0	0.20 	1	0	0.64	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60311	60311	에르메우스의넉백	25652	28652	409	35652	1	1	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1	S307	S309	S311	S312	500 	500 	800 	0	0.01 	0	0.01 	0	0.03 	2	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.50 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60312	60311	에르메우스의넉백	25652	28652	409	35652	10	2	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S307	S309	S311	S312	500 	500 	800 	0	0.02 	0	0.02 	0	0.06 	2	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.55 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60313	60311	에르메우스의넉백	25652	28652	409	35652	20	3	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S307	S309	S311	S312	500 	500 	800 	0	0.03 	0	0.03 	0	0.09 	2	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.60 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60314	60311	에르메우스의넉백	25652	28652	409	35652	30	4	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S307	S309	S311	S312	500 	500 	800 	0	0.04 	0	0.04 	0	0.12 	2	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.65 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60315	60311	에르메우스의넉백	25652	28652	409	35652	40	5	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S307	S309	S311	S312	500 	500 	800 	0	0.05 	0	0.05 	0	0.15 	2	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.70 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60316	60311	에르메우스의넉백	25652	28652	409	35652	50	6	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S307	S309	S311	S312	500 	500 	800 	0	0.06 	0	0.06 	0	0.18 	2	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.75 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60317	60311	에르메우스의넉백	25652	28652	409	35652	60	7	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S307	S309	S311	S312	500 	500 	800 	0	0.07 	0	0.07 	0	0.21 	2	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.80 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60318	60311	에르메우스의넉백	25652	28652	409	35652	70	8	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S307	S309	S311	S312	500 	500 	800 	0	0.08 	0	0.08 	0	0.24 	2	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.85 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60319	60311	에르메우스의넉백	25652	28652	409	35652	80	9	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S307	S309	S311	S312	500 	500 	800 	0	0.09 	0	0.09 	0	0.27 	2	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.90 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60320	60311	에르메우스의넉백	25652	28652	409	35652	90	10	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S307	S309	S311	S312	500 	500 	800 	0	0.10 	0	0.10 	0	0.30 	2	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	1.00 	3.50 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60321	60321	플라비우스의피어싱	25653	28653	409	35653	1	1	10	0	0	0	0	0	0	2	4	1	2.5 	1 	1	S313	S315	S317	S318	567 	533 	600 	0	0.01 	0	0.01 	0	0.02 	5	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60322	60321	플라비우스의피어싱	25653	28653	409	35653	10	2	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S313	S315	S317	S318	567 	533 	600 	0	0.01 	0	0.02 	0	0.04 	5	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60323	60321	플라비우스의피어싱	25653	28653	409	35653	20	3	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S313	S315	S317	S318	567 	533 	600 	0	0.03 	0	0.03 	0	0.06 	5	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60324	60321	플라비우스의피어싱	25653	28653	409	35653	30	4	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S313	S315	S317	S318	567 	533 	600 	0	0.04 	0	0.04 	0	0.08 	5	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60325	60321	플라비우스의피어싱	25653	28653	409	35653	40	5	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S313	S315	S317	S318	567 	533 	600 	0	0.05 	0	0.05 	0	0.10 	5	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60326	60321	플라비우스의피어싱	25653	28653	409	35653	50	6	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S313	S315	S317	S318	567 	533 	600 	0	0.06 	0	0.06 	0	0.12 	5	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60327	60321	플라비우스의피어싱	25653	28653	409	35653	60	7	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S313	S315	S317	S318	567 	533 	600 	0	0.07 	0	0.07 	0	0.14 	5	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60328	60321	플라비우스의피어싱	25653	28653	409	35653	70	8	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S313	S315	S317	S318	567 	533 	600 	0	0.08 	0	0.08 	0	0.16 	5	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60329	60321	플라비우스의피어싱	25653	28653	409	35653	80	9	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S313	S315	S317	S318	567 	533 	600 	0	0.09 	0	0.09 	0	0.18 	5	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60330	60321	플라비우스의피어싱	25653	28653	409	35653	90	10	10	0	0	0	0	0	1	2	4	1	2.5 	1 	1 	S313	S315	S317	S318	567 	533 	600 	0	0.10 	0	0.10 	0	0.20 	5	1.5	0.68	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	6	
60600	60600	주먹질	25154	0	0	0	0	0	0	0	0	0	0	0	0	4	13	3	2.5 	1 	0 	A001	A002	zzzz	zzzz	800 	667 	0 	0	0.00 	0	0.00 	0	0.00 	0	0	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60601	60601	한손석궁노멀	26307	0	0	63009	0	0	0	0	0	0	0	0	0	4	7	1	12.0 	2 	0	A201	A202	zzzz	zzzz	533 	533 	0 	0	0.00 	0	0.00 	0	0.00 	0	0	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60702	60702	에테르노멀	26308	0	0	63009	0	0	0	0	0	0	0	0	0	4	8	1	12.0 	1 	0 	A301	A302	zzzz	zzzz	833 	833 	0 	0	0.00 	0	0.00 	0	0.00 	3	1.5	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	8	
60800	60800	주먹질	25154	0	0	0	0	0	0	0	0	0	0	0	0	5	13	3	2.5 	1 	0 	A001	A002	zzzz	zzzz	700 	700 	0 	0	0.00 	0	0.00 	0	0.00 	0	0	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60801	60801	지팡이노멀	26607	0	0	63009	0	0	0	0	0	0	0	0	0	5	10	1	2.5 	1 	0	A101	A103	zzzz	zzzz	310 	476 	0 	0	0.00 	0	0.00 	0	0.00 	0	0	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60901	60901	오브노멀	26608	0	0	63009	0	0	0	0	0	0	0	0	0	5	11	1	12.0 	1 	0	A201	A203	zzzz	zzzz	405 	405 	0 	0	0.00 	0	0.00 	0	0.00 	0	0	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
61001	61001	드래곤변신1차	26609	0	0	0	0	0	0	0	0	0	0	0	0	7	-1	3	2.5 	1	0 	A001	A002	A003	zzzz	528	528 	700	0	0.00 	0	0.00 	0	0.00 	0	0	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
61002	61002	드래곤변신2차	26610	0	0	0	0	0	0	0	0	0	0	0	0	8	-1	3	5.0 	1	0 	A001	A002	A003	zzzz	533	533 	700	0	0.00 	0	0.00 	0	0.00 	0	0	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60400	60400	주먹질	25154	0	0	0	0	0	0	0	0	0	0	0	0	3	13	3	2.5 	1 	0 	A001	A002	zzzz	zzzz	528 	700 	0 	0	0.00 	0	0.00 	0	0.00 	0	0	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60401	60401	대거노멀	25031	0	0	35600	0	0	0	0	0	0	0	0	0	3	5	1	2.5 	1 	0	A201	A203	zzzz	zzzz	480 	530 	0 	0	0.00 	0	0.00 	0	0.00 	0	0	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
60402	60402	채찍검노멀	25032	0	0	35650	0	0	0	0	0	0	0	0	0	3	6	1	2.5 	1 	0 	A301	A303	zzzz	zzzz	520 	520 	0 	0	0.00 	0	0.00 	0	0.00 	0	0	0	0	0	0 	0	0	0	0	0.00 	0	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0	0.00 	1	
																																																											
