//2																					
//	Version	0.0.1.4	11111111		11111111					11111111											
//	중국_Ch	09-4-22 오후 9:38	"보상 스크립트에서 선택 보상을 랜덤 방식, 즉 DropRatioInfo 스크립트에서 참조할 경우, 돈과 관련된 값(Money1,Money2 …)은 반드시 0 으로 설정하여야 한다."																		
//		매크로 사용법은 Ctrl+Shift+A 키 입니다.																			
//	기본 정보			고정 보상		1002					선택 보상										
//	인덱스	설명	설명코드	경험치	하임	코인	카오감소시간	고정아템	타입	스킬ID	참조방식	선택 개수	선택아템1	아이템타입1	선택아템2	아이템타입2	선택아템3	아이템타입3	선택아템4	아이템타입4	
	Index	Description	DescriptionCode	Exp	Hime	Coin	ChaoTime	Fixed_IC	IGtype	Skill	ReferenceType	Select_Num	Sel_IC1	IGtype1	Sel_IC2	IGtype2	Sel_IC3	IGtype3	Sel_IC4	IGtype4	FieldEnd
	2084	가시나무호위병의위협_섀도우	1	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2085	햇병아리해방군_섀도우	1	237	500	0	0	7241	5	0	0	0	0	0	0	0	0	0	0	0	
	2086	제국의배신자	8	1196	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2087	신뢰의회복1	8	1196	1000	0	0	6501	5	0	0	0	0	0	0	0	0	0	0	0	
	2088	신뢰의회복2	8	1554	1000	0	0	6501	5	0	0	0	0	0	0	0	0	0	0	0	
	2089	신뢰의회복3	8	2020	1000	0	0	6501	5	0	0	0	0	0	0	0	0	0	0	0	
	2090	섀도우	8	1196	1000	0	0	4201	2	0	0	0	0	0	0	0	0	0	0	0	
	2091	임페리얼해럴드	25	5437	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2092	조용한움직임	25	7663	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2093	그림자동맹1	25	9853	1680	0	0	6501	3	0	0	0	0	0	0	0	0	0	0	0	
	2094	그림자동맹2	25	12043	1995	0	0	6501	3	0	0	0	0	0	0	0	0	0	0	0	
	2095	그림자동맹3	25	14233	2310	0	0	6506	3	0	0	0	0	0	0	0	0	0	0	0	
	2096	그림자동맹4	25	16423	2625	0	0	6506	3	0	0	0	0	0	0	0	0	0	0	0	
	2097	그림자동맹5	25	18613	2940	0	0	6502	3	0	0	0	0	0	0	0	0	0	0	0	
	2098	현자프리츠의시험	25	20803	3255	0	0	6502	5	0	0	0	0	0	0	0	0	0	0	0	
	2099	이그니스의그림자	55	22993	3570	0	0	3115	1	0	0	0	0	0	0	0	0	0	0	0	
	2100	에텔레인입성	55	22629	3255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2101	그림자동맹의정보	55	29417	4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2102	반역자척결	55	36205	5207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2103	반역자추적1	55	42993	6183	0	0	49024	10	0	0	0	0	0	0	0	0	0	0	0	
	2104	반역자추적2	55	49781	7159	0	0	49004	10	0	0	0	0	0	0	0	0	0	0	0	
	2105	반역자추적3	55	56569	8135	0	0	4201	5	0	0	0	0	0	0	0	0	0	0	0	
	2106	임페리얼해럴드의망령	55	135777	9111	0	0	3116	1	0	0	0	0	0	0	0	0	0	0	0	
	2107	과거의상처_아나스의증표보상	7	839	0	0	0	4001	5	0	0	1	40237	1	0	0	0	0	0	0	
	2108	잃어버린과거_루츠의증표보상	7	839	0	0	0	49021	3	0	0	1	40238	1	0	0	0	0	0	0	
	2109	마법의연구_미스텔의증표보상	7	839	500	0	0	49011	3	0	0	1	40239	1	0	0	0	0	0	0	
//	타임라인 퀘스트																				
//																					
	2110	#1_에소드마을	0	10	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2111	#2_에소드마을의해방군	0	23	300	0	0	4001	3	0	0	0	0	0	0	0	0	0	0	0	
	2112	#3_해방군시험1	0	23	400	0	0	4001	3	0	0	1	59541	1	59549	1	59557	1	59565	1	
	1990	#3_해방군시험_	0	23	400	0	0	4001	3	0	0	1	59541	1	59549	1	59557	1	59573	1	
	2113	#4_해방군시험2	0	30	550	0	0	4001	3	0	0	1	59544	1	59552	1	59560	1	59568	1	
	1991	#4_해방군시험_	0	30	550	0	0	4001	3	0	0	1	59544	1	59552	1	59560	1	59576	1	
	2114	#5_해방군시험3	0	38	650	0	0	4001	3	0	0	1	59546	1	59554	1	59562	1	59570	1	
	1992	#5_해방군시험_	0	38	650	0	0	4001	3	0	0	1	59546	1	59554	1	59562	1	59578	1	
	2115	#6_신목의숲으로	0	45	450	0	0	4001	3	0	0	0	0	0	0	0	0	0	0	0	
//																					
	2116	#7_신목의숲	0	41	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2117	#8_해방군시험돕기	0	55	450	0	0	4014	5	0	0	0	0	0	0	0	0	0	0	0	
	2118	#9_리온의시험1	0	69	400	0	0	4016	3	0	0	1	59543	1	59551	1	59559	1	59567	1	
	1993	#9_리온의시험2	0	69	400	0	0	4016	3	0	0	1	59543	1	59551	1	59559	1	59575	1	
	2119	#10_리온의시험2	0	104	600	0	0	4026	3	0	0	1	59553	1	59545	1	59561	1	59569	1	
	1994	#10_리온의시험3	0	104	600	0	0	4026	3	0	0	1	59553	1	59545	1	59561	1	59577	1	
	2120	#11_붙잡힌해방군	0	104	550	0	0	4035	3	0	0	1	59542	1	59550	1	59558	1	59566	1	
	1995	#12_붙잡힌해방군_	0	104	550	0	0	4035	3	0	0	1	59542	1	59550	1	59558	1	59574	1	
	2121	#12_에소드마을의위험1	0	212	600	0	0	4001	5	0	0	1	59547	1	59555	1	59563	1	59571	1	
	1996	#12_에소드마을의위험_	0	212	600	0	0	4001	5	0	0	1	59547	1	59555	1	59563	1	59579	1	
	2122	#13_에소드마을의위험2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//																					
	2123	#14_제국의습격	0	194	325	0	0	4014	5	0	0	1	59548	1	59556	1	59564	1	59572	1	
	1986	#15_제국의습격	0	194	325	0	0	4014	5	0	0	1	59548	1	59556	1	59564	1	59580	1	
	2124	#15_에소드마을탈출1	0	245	675	0	0	9030	2	0	0	0	0	0	0	0	0	0	0	0	
	2125	#16_에소드마을탈출2	0	295	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//																					
//																					
	2126	#1신병교육1	0	238	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2127	#2신병교육2	0	238	960	0	0	6501	5	0	0	0	0	0	0	0	0	0	0	0	
	2128	#3신병교육3	0	238	1020	0	0	4201	1	0	0	1	6501	5	0	0	0	0	0	0	
	2129	#4신병교육4	0	238	1020	0	0	4201	1	0	0	0	0	0	0	0	0	0	0	0	
	2130	#5마지막시험	0	238	1320	0	0	4201	2	0	0	1	6501	5	0	0	0	0	0	0	
	2131	#1첩자를찾아라1	0	361	1320	0	0	6501	2	0	0	0	0	0	0	0	0	0	0	0	
	2132	#2첩자를찾아라2	0	542	1380	0	0	6501	3	0	0	0	0	0	0	0	0	0	0	0	
	2133	#3첩자를찾아라3	0	542	1680	0	0	6501	5	0	0	0	0	0	0	0	0	0	0	0	
	2134	#3-1첩자를찾아라3	0	722	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2135	#4강철야수부족암살자	0	1901	1500	0	0	4201	1	0	0	0	0	0	0	0	0	0	0	0	
	2136	#1빼앗긴일터	0	1901	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	2137	#2낚시도구찾기	0	1455	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//		불길한소문_트링겔-자피르호수_메인퀘스트																			
	3138	#1해방군생존자	0	396	840	0	0	4001	5	0	0	0	0	0	0	0	0	0	0	0	
	3139	#2가이던스해방군1	0	396	960	0	0	6501	3	0	0	0	0	0	0	0	0	0	0	0	
	3140	#3가이던스해방군2	0	468	960	0	0	6502	2	0	0	0	0	0	0	0	0	0	0	0	
	3141	#4오염된생물	0	468	1140	0	0	7241	5	0	0	1	4016	1	4021	1	4035	1	0	0	
	3142	#5오염의증거수집1	0	568	1380	0	0	4014	3	0	0	1	4016	1	4021	1	4035	1	0	0	
	3143	#6오염의증거수집2	0	722	1440	0	0	4014	3	0	0	1	4016	1	4021	1	4035	1	0	0	
	3144	#7오염의증거	0	722	1260	0	0	4201	3	0	0	1	4016	1	4021	1	4035	1	0	0	
	3145	#8불길한소문의추적	0	903	1260	0	0	4701	1	0	0	1	4016	1	4021	1	4035	1	0	0	
	3146	서브미션1_#9_불길한소문	0	1921	5280	0	0	40413	1	0	0	1	40392	1	0	0	0	0	0	0	
	3147	서브미션1_#9-1_불길한소문	0	384	5280	0	0	40392	1	0	0	0	0	0	0	0	0	0	0	0	
	3148	#10_확인된증거	0	1232	1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//																					
//																					
	3149	#1수집광의편지	0	1091	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3150	#2수줍은고백	0	1091	1560	0	0	6501	2	0	0	1	6506	2	0	0	0	0	0	0	
	3151	#3거절	0	1455	1620	0	0	6501	3	0	0	1	6506	3	0	0	0	0	0	0	
	3152	#4재도전	0	1531	1680	0	0	4201	1	0	0	1	4701	1	0	0	0	0	0	0	
	3153	#5흥!	0	1531	1740	0	0	4201	3	0	0	1	4701	1	0	0	0	0	0	0	
	3154	#1다른사랑	0	1091	1500	0	0	6501	2	0	0	0	0	0	0	0	0	0	0	0	
	3155	#2제르니케님~	0	1091	1560	0	0	6501	3	0	0	1	7241	5	0	0	0	0	0	0	
	3156	#3너나가져..	0	1531	1620	0	0	4201	1	0	0	1	4016	1	4026	1	0	0	0	0	
//																					
	3160	#1검은에테르1	0	1531	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3161	#2검은에테르2	0	1531	1740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3162	#3강철야수부족의흔적1	0	2041	1620	0	0	6501	2	0	0	0	0	0	0	0	0	0	0	0	
	3163	#4강철야수부족의흔적2	0	2041	1800	0	0	6501	3	0	0	0	0	0	0	0	0	0	0	0	
	3164	#5강철야수부족의흔적3	0	2750	1860	0	0	4201	1	0	0	1	4016	3	4021	3	4035	3	0	0	
	3165	#6강철야수부족의흔적4	0	3437	1800	0	0	4201	3	0	0	1	4016	3	4021	3	4035	3	0	0	
	3166	서브미션2_#7강철야수부족의음모	0	5361	6360	0	0	40393	1	0	0	1	40420	1	4701	3	0	0	0	0	
	3167	서브미션2_#7-1파수꾼도프와카라툭	0	1072	6360	0	0	40393	1	0	0	0	0	0	0	0	0	0	0	0	
	3168	#8_음모의실체1	0	4945	1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3169	#9음모의실체2	0	4945	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//																					
//																					
	3170	#1오염된땅의조사관	0	4104	1920	0	0	4002	3	0	0	1	6506	2	6501	2	0	0	0	0	
	3171	#2검은숲병사제거	0	4104	2100	0	0	4002	3	0	0	1	6506	2	6501	2	0	0	0	0	
	3172	#3이상한움직임1	0	5472	2280	0	0	4002	3	0	0	1	6506	2	6501	2	0	0	0	0	
	3173	#4이상한움직임2	0	5821	2100	0	0	4002	3	0	0	1	6506	2	6501	2	0	0	0	0	
	3174	#1연금술사제르니케	0	5821	1920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3175	#2연금술사의부탁	0	7762	2220	0	0	6506	2	0	0	1	6501	2	0	0	0	0	0	0	
	3176	#3에테르정화1	0	8196	2340	0	0	6506	3	0	0	1	6501	2	0	0	0	0	0	0	
	3177	#4에테르정화2	0	8196	2400	0	0	4701	1	0	0	1	4201	1	0	0	0	0	0	0	
	3178	#6정화된에테르	0	10928	2220	0	0	4701	3	0	0	1	4201	3	40421	5	0	0	0	0	
	3179	서브미션3_#7음모의분쇄	0	24857	7200	0	0	40394	1	0	0	1	4201	5	4701	5	40421	2	40420	1	
	3180	서브미션3_#7-1음모의분쇄	0	4971	7200	0	0	40394	1	0	0	0	0	0	0	0	0	0	0	0	
	3181	#8저지된음모	0	19121	2280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//																					
//																					
	3182	#1현자지망생의부탁	0	14504	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3183	#2현자지망생의실험	0	14504	2640	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	
	3184	#3현자의평가	0	14504	2580	0	0	4002	3	0	0	1	6506	2	6501	2	0	0	0	0	
	3185	#1윰바바의마음	0	14504	2700	0	0	4002	3	0	0	1	6506	2	6501	2	0	0	0	0	
	3186	#2윰바바가여자야?	0	14504	2460	0	0	4002	3	0	0	1	6506	2	6501	2	0	0	0	0	
	3187	#3윰바바의저주	0	14504	2700	0	0	4002	3	0	0	1	6506	2	6501	2	0	0	0	0	
//																					
	3188	#1에텔레인동맹제안	0	16511	2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3189	#2동맹의증거1	0	16511	2820	0	0	6506	2	0	0	0	0	0	0	0	0	0	0	0	
	3190	#3동맹의증거2	0	16511	2880	0	0	6506	2	0	0	0	0	0	0	0	0	0	0	0	
	3191	#4동맹의증거3	0	18681	3000	0	0	4201	2	0	0	1	6506	2	6501	2	0	0	0	0	
	3192	#5현자의도움	0	18681	2760	0	0	4201	2	0	0	1	6506	2	6501	2	0	0	0	0	
	3193	#6협력의조건	0	18681	3000	0	0	4701	2	0	0	1	6506	2	6501	2	40421	1	0	0	
	3194	#7확고한동맹	0	20979	2880	0	0	4701	2	0	0	1	6506	2	6501	2	40420	1	0	0	
	3195	메인미션_#8야수들의숲	0	62936	10440	0	0	40414	1	0	0	1	40395	1	4952	5	4128	1	0	0	
	3196	메인미션_#8-1야수들의숲	0	12587	10440	0	0	40395	1	0	0	0	0	0	0	0	0	0	0	0	
	3197	#9거짓된동맹	0	39022	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3198	#10_트링겔마을	0	39022	3060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//																					
//																					
	3199	#1빌려준지팡이	0	25946	3360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3200	#2내실수!	0	34618	3500	0	0	4017	1	0	0	1	4022	1	0	0	0	0	0	0	
	3201	#1배고픈지하수로관리인	0	25946	3360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3202	#2아차!	0	34618	3500	0	0	4017	1	0	0	1	4027	1	0	0	0	0	0	0	
//																					
	3203	#1배신의에텔레인	0	30627	3780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3204	#2에텔레인첩자잡기	0	31973	4060	0	0	6502	1	0	0	1	6501	2	0	0	0	0	0	0	
	3205	#2-1첩자로젠펠트	0	31973	3990	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	
	3206	#2-2첩자알론카터	0	33973	4060	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	
	3207	#3빼앗은정보	0	33973	3920	0	0	6502	2	0	0	1	6501	3	6506	3	0	0	0	0	
	3208	#4지원병	0	34973	3990	0	0	6502	3	0	0	1	6501	3	6506	3	0	0	0	0	
	3209	#5숨겨진길을찾아서1	0	34973	3990	0	0	6502	3	0	0	1	6501	3	6506	3	0	0	0	0	
	3210	#6숨겨진길을찾아서2	0	36973	4060	0	0	4202	1	0	0	1	4201	2	4701	2	0	0	0	0	
	3211	#7숨겨진길을찾아서3	0	37973	4130	0	0	4202	1	0	0	1	4017	1	4027	1	0	0	0	0	
	3212	#8[미션숨겨진길]숨겨진길의감시자발터	0	81236	11760	0	0	40396	1	0	0	1	4202	1	4201	5	0	0	0	0	
	3213	#8-1미션숨겨진길]숨겨진길의감시자발터(반복)	0	16247	11760	0	0	40396	1	0	0	0	0	0	0	0	0	0	0	0	
	3214	#9지하수로의지도	0	58026	4340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//																					
	3215	#1에텔레인진입작전	0	38017	4270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3216	#2혼란의통로를향해	0	40510	4340	0	0	4002	3	0	0	1	6501	3	6506	3	0	0	0	0	
	3217	#3부상당한정찰병	0	42510	4410	0	0	4002	5	0	0	1	6501	3	6506	3	0	0	0	0	
	3218	#4레이디슈페른휘겔	0	38017	4480	0	0	6502	2	0	0	1	6501	3	6506	3	0	0	0	0	
	3219	#5접선장소는?	0	58833	4550	0	0	6502	3	0	0	1	4017	3	4027	3	4041	3	0	0	
	3220	#5-1습격당한정찰병시체탐색1	0	38017	4620	0	0	6502	3	0	0	0	0	0	0	0	0	0	0	0	
	3221	#5-2습격당한정찰병시체탐색2	0	38017	4620	0	0	6502	3	0	0	0	0	0	0	0	0	0	0	0	
	3222	#5-3습격당한정찰병시체탐색3	0	58833	4620	0	0	4202	1	0	0	0	0	0	0	0	0	0	0	0	
	3223	#5-4습격당한정찰병시체탐색4	0	38017	4620	0	0	6502	3	0	0	0	0	0	0	0	0	0	0	0	
	3224	#5-5습격당한정찰병시체탐색5	0	38017	4620	0	0	6502	3	0	0	0	0	0	0	0	0	0	0	0	
	3225	#5-6습격당한정찰병시체탐색6	0	38017	4620	0	0	6502	3	0	0	0	0	0	0	0	0	0	0	0	
	3226	#6슈페른휘겔	0	50624	4620	0	0	4202	2	0	0	0	0	0	0	0	0	0	0	0	
	3227	#7가짜?	0	50624	4690	0	0	4202	2	0	0	1	4017	3	4027	3	4041	3	0	0	
	3228	#8[미션에텔레인진입로]여주인로제마리	0	118124	12880	0	0	40397	1	0	0	1	4202	2	0	0	0	0	0	0	
	3229	#8-1[미션에텔레인진입로]여주인로제마리(반복)	0	23625	12880	0	0	40397	1	0	0	0	0	0	0	0	0	0	0	0	
	3230	#9사라진선발대	0	50624	4830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//																					
	3231	#1선발대는어디로?	0	61547	4690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3232	#2설마모두전멸?	0	65130	4760	0	0	6502	2	0	0	1	6506	2	6507	2	0	0	0	0	
	3233	#3감시병폴머의증언	0	65130	4830	0	0	6502	3	0	0	1	6506	3	6507	3	0	0	0	0	
	3234	#4증언1.고문관들이잡아갔어요!(채집)	0	71809	4900	0	0	4202	1	0	0	0	0	0	0	0	0	0	0	0	
	3235	#5증언2.목격자는지그문트	0	71909	4970	0	0	4202	1	0	0	1	6506	3	6507	3	0	0	0	0	
	3236	#6증언3.유령들이..	0	72909	5040	0	0	40421	1	0	0	1	40420	1	0	0	0	0	0	0	
	3237	#7[미션시겔기사단의묘지]단장에르문트	0	203577	13580	0	0	40398	1	0	0	1	4202	5	0	0	0	0	0	0	
	3238	#7-1[미션시겔기사단의묘지]단장에르문트(반복)	0	40715	13580	0	0	40398	1	0	0	0	0	0	0	0	0	0	0	0	
	3239	#8영원한안식	0	121177	5180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//																					
	3240	감시병폴머의증언완료후_#1겁에질린전령	0	80967	4830	0	0	6502	2	0	0	1	6506	2	6507	2	0	0	0	0	
	3241	#2잃어버린기밀문서	0	107956	4900	0	0	4202	1	0	0	1	6506	3	6507	3	0	0	0	0	
	3242	#2-1기밀문서1	0	80967	4970	0	0	6502	3	0	0	0	0	0	0	0	0	0	0	0	
	3243	#2-2기밀문서2	0	80967	4970	0	0	6502	3	0	0	0	0	0	0	0	0	0	0	0	
	3244	#3진격준비	0	89680	4970	0	0	6502	3	0	0	1	4017	3	4027	3	4041	3	0	0	
	3245	#4[메인미션지하수로]오토폰로쉬펠트	0	313880	15540	0	0	40399	1	0	0	1	4956	1	4958	1	4960	1	4962	1	
	3246	#4-1[메인미션지하수로]오토폰로쉬펠트(반복)	0	62776	15540	0	0	40399	1	0	0	0	0	0	0	0	0	0	0	0	
	3247	#5에텔레인입성	0	89680	5110	0	0	4975	1	0	0	0	0	0	0	0	0	0	0	0	
//																					
	3248	#1에텔레인점령시작	0	98887	6640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3249	#2친제국세력제거	0	131849	6720	0	0	4003	3	0	0	0	0	0	0	0	0	0	0	0	
	3250	#2-1비트레이	0	118801	6800	0	0	4003	3	0	0	0	0	0	0	0	0	0	0	0	
	3251	#2-2리볼팅	0	118801	6800	0	0	4003	3	0	0	0	0	0	0	0	0	0	0	0	
	3252	#2-3턴코트	0	0	6800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3253	2-4스테빈	0	0	6800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3254	#3도망친의원	0	118801	6800	0	0	4003	3	0	0	1	4017	3	4027	3	4041	3	0	0	
//																					
	3255	#1연합군의진격작전	0	118592	6800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3256	#2보급품을확보하라_채집	0	119592	6880	0	0	6502	2	0	0	1	6501	2	6507	2	0	0	0	0	
	3257	#3정찰대장하트먼_	0	129992	6960	0	0	6502	2	0	0	1	6501	3	6507	3	6506	3	0	0	
	3258	#3-1하트윈!제국전령은?	0	158404	6960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3259	#3-1-1백색의마법사_완료	0	129539	6960	0	0	4003	3	0	0	1	4017	3	4027	3	4041	3	0	0	
	3260	#4혹시!탈영병!	0	158404	7040	0	0	6502	3	0	0	1	4201	3	0	0	0	0	0	0	
	3261	#5-1기밀문서의행방_완료	0	139539	7120	0	0	4003	3	0	0	1	4017	3	4027	3	4041	3	0	0	
	3262	#5하트먼의실수	0	139539	7120	0	0	6502	3	0	0	1	4201	3	4701	3	0	0	0	0	
	3263	#6제국전령을찾아라!	0	159539	7200	0	0	4202	1	0	0	0	0	0	0	0	0	0	0	0	
	3264	#7제국전령을막아라!	0	140794	7280	0	0	4202	3	0	0	1	4201	3	4701	3	0	0	0	0	
	3265	#8미션제국전령제지	0	450539	18560	0	0	40400	1	0	0	1	4202	5	0	0	0	0	0	0	
	3266	#8-1미션제국전령제지	0	90108	18560	0	0	40400	1	0	0	0	0	0	0	0	0	0	0	0	
	3267	#9실패한작전	0	162612	7440	0	0	40421	1	0	0	0	0	0	0	0	0	0	0	0	
	3268	#10진격준비	0	172612	7520	0	0	40420	1	0	0	0	0	0	0	0	0	0	0	0	
//																					
	3269	#1적의움직임	0	182612	7280	0	0	6502	3	0	0	1	6501	3	6503	3	0	0	0	0	
	3270	#2-1탈영병의죽음	0	164969	7360	0	0	6503	2	0	0	0	0	0	0	0	0	0	0	0	
	3271	#2-2탈영병의죽음조사	0	174969	7360	0	0	6503	3	0	0	0	0	0	0	0	0	0	0	0	
	3272	#2-3클라우디아에게편지를	0	184969	7440	0	0	4018	1	0	0	0	0	0	0	0	0	0	0	0	
	3273	#2-4휘태커의복수	0	194969	7520	0	0	4018	1	0	0	0	0	0	0	0	0	0	0	0	
	3274	#2엘리스의정보	0	197911	7360	0	0	4018	3	0	0	1	4023	3	4028	3	4037	3	4042	3	
	3275	#3설원궁전의정보1	0	207911	7440	0	0	4018	3	0	0	1	4023	3	4028	3	4037	3	4042	3	
	3276	#4설원궁전의정보2	0	217911	7520	0	0	4018	3	0	0	1	4023	3	4028	3	4037	3	4042	3	
//																					
	3277	#1길을잃은수색병	0	191436	7600	0	0	6503	2	0	0	0	0	0	0	0	0	0	0	0	
	3278	#2-1동료들은어디에?	0	201436	7680	0	0	6503	2	0	0	1	40421	1	0	0	0	0	0	0	
	3279	#2-1-1길을잃은수색병샘	0	191436	7760	0	0	6503	2	0	0	1	40420	1	0	0	0	0	0	0	
	3280	#2-1-2길을잃은수색병폴	0	205581	7680	0	0	6503	2	0	0	1	40420	1	0	0	0	0	0	0	
	3281	#2-1-3폴의부탁	0	205581	7760	0	0	6503	2	0	0	1	40421	1	0	0	0	0	0	0	
	3282	#2정원탈출	0	205581	7680	0	0	6503	3	0	0	0	0	0	0	0	0	0	0	0	
	3283	#3전투준비	0	220319	7760	0	0	4018	3	0	0	1	4023	3	4028	3	4037	3	4042	3	
	3284	#4성외곽전투	0	220319	7840	0	0	4203	1	0	0	0	0	0	0	0	0	0	0	0	
	3285	#5미션성외곽에서의전투	0	587518	19680	0	0	40401	1	0	0	1	4203	3	0	0	0	0	0	0	
	3286	#5-1미션성외곽에서의전투	0	117504	19680	0	0	40401	1	0	0	0	0	0	0	0	0	0	0	0	
	3287	#6설원궁전의음모	0	205581	8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	3288	#1수상한기계실	0	235666	8080	0	0	4003	5	0	0	0	0	0	0	0	0	0	0	0	
	3289	#2기계실파괴1_채집	0	265666	8160	0	0	4401	1	0	0	0	0	0	0	0	0	0	0	0	
	3290	#3기계실파괴2_채집	0	285666	8240	0	0	4401	1	0	0	0	0	0	0	0	0	0	0	0	
	3291	#4에테르플래트를찾아라1	0	251664	8320	0	0	4401	1	0	0	0	0	0	0	0	0	0	0	0	
	3292	#5에테르플랜트를찾아라2_채집	0	281664	8400	0	0	4401	1	0	0	1	4203	1	6501	3	6507	3	6506	3	
	3293	#6에테르플래트를찾아라2_채집	0	301664	8480	0	0	4401	1	0	0	1	4203	1	6501	3	6507	3	6506	3	
	3294	#7설원2차진격준비	0	268314	8560	0	0	4966	1	0	0	1	4203	1	6501	3	6507	3	6506	3	
	3295	#8미션설원2차진격	0	715504	21120	0	0	40402	1	0	0	1	4401	1	6501	3	6507	3	6506	3	
	3296	#8-1미션설원3차진격	0	143101	21120	0	0	40402	1	0	0	0	0	0	0	0	0	0	0	0	
	3297	#9에테르플랜트는어디로?	0	285646	8720	0	0	4401	1	0	0	0	0	0	0	0	0	0	0	0	
	3298	#10다시탐색!	0	285646	8800	0	0	4401	1	0	0	0	0	0	0	0	0	0	0	0	
//																					
	3299	#1폐허의탑	0	285646	9360	0	0	6503	2	0	0	0	0	0	0	0	0	0	0	0	
	3300	#2폐허의탑의탐색	0	285646	9440	0	0	6503	2	0	0	0	0	0	0	0	0	0	0	0	
	3301	#2-1남쪽탐색병의위치확인	0	303627	9440	0	0	4018	3	0	0	1	40421	1	0	0	0	0	0	0	
	3302	#2-1-1얼음폭포부족제거	0	303627	9520	0	0	6503	2	0	0	0	0	0	0	0	0	0	0	0	
	3303	#2-1-2남쪽탐색병의위치확인	0	303627	9600	0	0	4702	1	0	0	0	0	0	0	0	0	0	0	0	
	3304	#2-2서쪽탐색병의위치확인	0	322328	9440	0	0	4003	3	0	0	1	40420	1	0	0	0	0	0	0	
	3305	#2-2-1수정터널부족제거	0	322328	9520	0	0	6503	2	0	0	0	0	0	0	0	0	0	0	0	
	3306	#2-2-2경비대장	0	322328	9600	0	0	4701	1	0	0	0	0	0	0	0	0	0	0	0	
	3307	#2-3북쪽탐색병의위치확인	0	341690	9440	0	0	40422	1	0	0	0	0	0	0	0	0	0	0	0	
	3308	#2-3-1얼음호수부족	0	341690	9520	0	0	6503	2	0	0	1	4202	1	0	0	0	0	0	0	
	3309	#2-3-2갈로틴	0	341690	9600	0	0	4201	5	0	0	1	4702	1	0	0	0	0	0	0	
	3310	#3에테르플랜트의정보	0	361814	9520	0	0	6503	2	0	0	0	0	0	0	0	0	0	0	0	
	3311	#4에테르플랜트의흔적추적1_채집	0	361814	9600	0	0	6503	2	0	0	0	0	0	0	0	0	0	0	0	
	3312	#5에테르플랜트연구일지	0	361814	9680	0	0	4203	1	0	0	1	40421	1	0	0	0	0	0	0	
	3313	#6얼음수정궁전돌파!	0	382622	9760	0	0	4203	1	0	0	1	40420	1	0	0	0	0	0	0	
	3314	#7미션얼음수정궁전!	0	1275460	25920	0	0	40403	1	0	0	1	4203	3	4201	5	4701	3	4202	1	
