//결정화스크립트_Kr			//	Code	조합코드값										LuckyItemType	
//최종수정자:이정환			//	Name	기획작업용 Name											
//			//	sDisplayText				인터페이스 상에 창 명칭을 보여주고자 할때 사용								
//			//	wItemType				아이템 종류 값 명시								
//			//	wLevel				"아이템 스크립트의 레벨 값 ( 악세서리, 특수 악세서리, 재료의 경우 1: 하급 2: 상급 으로 구분)"								
//Version	 1.0.0.5		//					0 이면 아이템 스크립트 레벨값 참조 안함								
//작성일	오후 2:08 2008-07-02		//	mat1Ratio	mat1 이 분해되어 나올 확률											
//			//	mat1	분해되어나오는 결정체 아이템코드											
//			//	matno1	기본 개수 (분해시 제공되는 기본개수)											
//			//	mat1Money	추가 지급 개수에서 사용되는 값   (아이템상점가격/Mat1Moeny)											
//			//	wRandom1Ratio  : 분해 중에 랜덤하게 아이템이 생성되는 확률 개수												
//			//	wRandomStandard			: 분해 중에 랜덤하게 아이템이 생성될 때 기준 개수 (100만)									
//			//	wRandom1	분해중에 랜덤하게 아이템이 생성되는 아이템 코드											
//1.1			//	wRandomNo1 	분해중에 랜덤하게 생성되는 아이템의 개수											
//						0905 추가									0905 엘리트 방어구용 수치값 2 추가	
//설명	조합코드	이름				인챈트등급	결정체1생성확률	결정체1	결정1개수	결정체1생성시계산금액			랜덤생성아이템			
	Code	Name	Ncode	ItemType	ItemLevel	EnchantLV	ResultRatio1	MaterialCode1	MaterialCount1	MaterialMoney1	RandomRatio1	RandomStandardRatio1	RandomItemCode1	RandomItemCount1	LuckyItemType	FieldEnd
//	310	바지(럭키)	0	401	0	12	100	6503	20	2000	0	1000000	0	0	1	
//	311	부츠(럭키)	0	501	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	312	부츠(럭키)	0	501	0	1	100	6503	20	2000	0	1000000	0	0	1	
//	313	부츠(럭키)	0	501	0	2	100	6503	20	2000	0	1000000	0	0	1	
//	314	부츠(럭키)	0	501	0	3	100	6503	20	2000	0	1000000	0	0	1	
//	315	부츠(럭키)	0	501	0	4	100	6503	20	2000	0	1000000	0	0	1	
//	316	부츠(럭키)	0	501	0	5	100	6503	20	2000	0	1000000	0	0	1	
//	317	부츠(럭키)	0	501	0	6	100	6503	20	2000	0	1000000	0	0	1	
//	318	부츠(럭키)	0	501	0	7	100	6503	20	2000	0	1000000	0	0	1	
//	319	부츠(럭키)	0	501	0	8	100	6503	20	2000	0	1000000	0	0	1	
//	320	부츠(럭키)	0	501	0	9	100	6503	20	2000	0	1000000	0	0	1	
//	321	부츠(럭키)	0	501	0	10	100	6503	20	2000	0	1000000	0	0	1	
//	322	부츠(럭키)	0	501	0	11	100	6503	20	2000	0	1000000	0	0	1	
//	323	부츠(럭키)	0	501	0	12	100	6503	20	2000	0	1000000	0	0	1	
//	324	장갑(럭키)	0	601	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	325	장갑(럭키)	0	601	0	1	100	6503	20	2000	0	1000000	0	0	1	
//	326	장갑(럭키)	0	601	0	2	100	6503	20	2000	0	1000000	0	0	1	
//	327	장갑(럭키)	0	601	0	3	100	6503	20	2000	0	1000000	0	0	1	
//	328	장갑(럭키)	0	601	0	4	100	6503	20	2000	0	1000000	0	0	1	
//	329	장갑(럭키)	0	601	0	5	100	6503	20	2000	0	1000000	0	0	1	
//	330	장갑(럭키)	0	601	0	6	100	6503	20	2000	0	1000000	0	0	1	
//	331	장갑(럭키)	0	601	0	7	100	6503	20	2000	0	1000000	0	0	1	
//	332	장갑(럭키)	0	601	0	8	100	6503	20	2000	0	1000000	0	0	1	
//	333	장갑(럭키)	0	601	0	9	100	6503	20	2000	0	1000000	0	0	1	
//	334	장갑(럭키)	0	601	0	10	100	6503	20	2000	0	1000000	0	0	1	
//	335	장갑(럭키)	0	601	0	11	100	6503	20	2000	0	1000000	0	0	1	
//	336	장갑(럭키)	0	601	0	12	100	6503	20	2000	0	1000000	0	0	1	
//	337	벨트(럭키)	0	701	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	338	벨트(럭키)	0	701	0	1	100	6503	20	2000	0	1000000	0	0	1	
//	339	벨트(럭키)	0	701	0	2	100	6503	20	2000	0	1000000	0	0	1	
//	340	벨트(럭키)	0	701	0	3	100	6503	20	2000	0	1000000	0	0	1	
//	341	벨트(럭키)	0	701	0	4	100	6503	20	2000	0	1000000	0	0	1	
//	342	벨트(럭키)	0	701	0	5	100	6503	20	2000	0	1000000	0	0	1	
//	343	벨트(럭키)	0	701	0	6	100	6503	20	2000	0	1000000	0	0	1	
//	344	벨트(럭키)	0	701	0	7	100	6503	20	2000	0	1000000	0	0	1	
//	345	벨트(럭키)	0	701	0	8	100	6503	20	2000	0	1000000	0	0	1	
//	346	벨트(럭키)	0	701	0	9	100	6503	20	2000	0	1000000	0	0	1	
//	347	벨트(럭키)	0	701	0	10	100	6503	20	2000	0	1000000	0	0	1	
//	348	벨트(럭키)	0	701	0	11	100	6503	20	2000	0	1000000	0	0	1	
//	349	벨트(럭키)	0	701	0	12	100	6503	20	2000	0	1000000	0	0	1	
//	350	셔츠(럭키)	0	801	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	351	셔츠(럭키)	0	801	0	1	100	6503	20	2000	0	1000000	0	0	1	
//	352	셔츠(럭키)	0	801	0	2	100	6503	20	2000	0	1000000	0	0	1	
//	353	셔츠(럭키)	0	801	0	3	100	6503	20	2000	0	1000000	0	0	1	
//	354	셔츠(럭키)	0	801	0	4	100	6503	20	2000	0	1000000	0	0	1	
//	355	셔츠(럭키)	0	801	0	5	100	6503	20	2000	0	1000000	0	0	1	
//	356	셔츠(럭키)	0	801	0	6	100	6503	20	2000	0	1000000	0	0	1	
//	357	셔츠(럭키)	0	801	0	7	100	6503	20	2000	0	1000000	0	0	1	
//	358	셔츠(럭키)	0	801	0	8	100	6503	20	2000	0	1000000	0	0	1	
//	359	셔츠(럭키)	0	801	0	9	100	6503	20	2000	0	1000000	0	0	1	
//	360	셔츠(럭키)	0	801	0	10	100	6503	20	2000	0	1000000	0	0	1	
//	361	셔츠(럭키)	0	801	0	11	100	6503	20	2000	0	1000000	0	0	1	
//	362	셔츠(럭키)	0	801	0	12	100	6503	20	2000	0	1000000	0	0	1	
//엘리트 1차 방어구 그룹																
//	363	갑옷	0	101	0	0	100	6056	11	0	0	1000000	0	0	2	
//	364	갑옷	0	101	0	1	100	6056	12	0	0	1000000	0	0	2	
//	365	갑옷	0	101	0	2	100	6056	13	0	0	1000000	0	0	2	
//	366	갑옷	0	101	0	3	100	6056	14	0	0	1000000	0	0	2	
//	367	갑옷	0	101	0	4	100	6056	15	0	0	1000000	0	0	2	
//	368	갑옷	0	101	0	5	100	6056	16	0	0	1000000	0	0	2	
//	369	갑옷	0	101	0	6	100	6056	17	0	0	1000000	0	0	2	
//	370	갑옷	0	101	0	7	100	6056	20	0	0	1000000	0	0	2	
//	371	갑옷	0	101	0	8	100	6056	22	0	0	1000000	0	0	2	
//	372	갑옷	0	101	0	9	100	6056	25	0	0	1000000	0	0	2	
//	373	갑옷	0	101	0	10	100	6056	40	0	0	1000000	0	0	2	
//	374	갑옷	0	101	0	11	100	6056	45	0	0	1000000	0	0	2	
//	375	갑옷	0	101	0	12	100	6056	60	0	0	1000000	0	0	2	
//	376	프로텍터	0	201	0	0	100	6056	3	0	0	1000000	0	0	2	
//	377	프로텍터	0	201	0	1	100	6056	4	0	0	1000000	0	0	2	
//	378	프로텍터	0	201	0	2	100	6056	5	0	0	1000000	0	0	2	
//	379	프로텍터	0	201	0	3	100	6056	6	0	0	1000000	0	0	2	
//	380	프로텍터	0	201	0	4	100	6056	7	0	0	1000000	0	0	2	
//	381	프로텍터	0	201	0	5	100	6056	8	0	0	1000000	0	0	2	
//	382	프로텍터	0	201	0	6	100	6056	9	0	0	1000000	0	0	2	
//	383	프로텍터	0	201	0	7	100	6056	12	0	0	1000000	0	0	2	
//	384	프로텍터	0	201	0	8	100	6056	14	0	0	1000000	0	0	2	
//	385	프로텍터	0	201	0	9	100	6056	17	0	0	1000000	0	0	2	
//	386	프로텍터	0	201	0	10	100	6056	32	0	0	1000000	0	0	2	
//	387	프로텍터	0	201	0	11	100	6056	37	0	0	1000000	0	0	2	
//	388	프로텍터	0	201	0	12	100	6056	52	0	0	1000000	0	0	2	
//	389	헬멧	0	301	0	0	100	6056	7	0	0	1000000	0	0	2	
//	390	헬멧	0	301	0	1	100	6056	8	0	0	1000000	0	0	2	
//	391	헬멧	0	301	0	2	100	6056	9	0	0	1000000	0	0	2	
//	392	헬멧	0	301	0	3	100	6056	10	0	0	1000000	0	0	2	
//	393	헬멧	0	301	0	4	100	6056	11	0	0	1000000	0	0	2	
//	394	헬멧	0	301	0	5	100	6056	12	0	0	1000000	0	0	2	
//	395	헬멧	0	301	0	6	100	6056	13	0	0	1000000	0	0	2	
//	396	헬멧	0	301	0	7	100	6056	16	0	0	1000000	0	0	2	
//	397	헬멧	0	301	0	8	100	6056	18	0	0	1000000	0	0	2	
//	398	헬멧	0	301	0	9	100	6056	21	0	0	1000000	0	0	2	
//	399	헬멧	0	301	0	10	100	6056	36	0	0	1000000	0	0	2	
//	400	헬멧	0	301	0	11	100	6056	41	0	0	1000000	0	0	2	
//	401	헬멧	0	301	0	12	100	6056	56	0	0	1000000	0	0	2	
//	402	바지	0	401	0	0	100	6056	9	0	0	1000000	0	0	2	
//	403	바지	0	401	0	1	100	6056	10	0	0	1000000	0	0	2	
//	404	바지	0	401	0	2	100	6056	11	0	0	1000000	0	0	2	
//	405	바지	0	401	0	3	100	6056	12	0	0	1000000	0	0	2	
//	406	바지	0	401	0	4	100	6056	13	0	0	1000000	0	0	2	
//	407	바지	0	401	0	5	100	6056	14	0	0	1000000	0	0	2	
//	408	바지	0	401	0	6	100	6056	15	0	0	1000000	0	0	2	
//	409	바지	0	401	0	7	100	6056	18	0	0	1000000	0	0	2	
//	410	바지	0	401	0	8	100	6056	20	0	0	1000000	0	0	2	
//	411	바지	0	401	0	9	100	6056	23	0	0	1000000	0	0	2	
//	412	바지	0	401	0	10	100	6056	38	0	0	1000000	0	0	2	
//	413	바지	0	401	0	11	100	6056	43	0	0	1000000	0	0	2	
//	414	바지	0	401	0	12	100	6056	58	0	0	1000000	0	0	2	
//	415	부츠	0	501	0	0	100	6056	5	0	0	1000000	0	0	2	
//	416	부츠	0	501	0	1	100	6056	6	0	0	1000000	0	0	2	
//	417	부츠	0	501	0	2	100	6056	7	0	0	1000000	0	0	2	
//	418	부츠	0	501	0	3	100	6056	8	0	0	1000000	0	0	2	
//	419	부츠	0	501	0	4	100	6056	9	0	0	1000000	0	0	2	
//	420	부츠	0	501	0	5	100	6056	10	0	0	1000000	0	0	2	
//	421	부츠	0	501	0	6	100	6056	11	0	0	1000000	0	0	2	
//	422	부츠	0	501	0	7	100	6056	14	0	0	1000000	0	0	2	
//	423	부츠	0	501	0	8	100	6056	16	0	0	1000000	0	0	2	
//	424	부츠	0	501	0	9	100	6056	19	0	0	1000000	0	0	2	
//	425	부츠	0	501	0	10	100	6056	34	0	0	1000000	0	0	2	
//	426	부츠	0	501	0	11	100	6056	39	0	0	1000000	0	0	2	
//	427	부츠	0	501	0	12	100	6056	54	0	0	1000000	0	0	2	
//	428	장갑	0	601	0	0	100	6056	5	0	0	1000000	0	0	2	
//	429	장갑	0	601	0	1	100	6056	6	0	0	1000000	0	0	2	
//	430	장갑	0	601	0	2	100	6056	7	0	0	1000000	0	0	2	
//	431	장갑	0	601	0	3	100	6056	8	0	0	1000000	0	0	2	
//	432	장갑	0	601	0	4	100	6056	9	0	0	1000000	0	0	2	
//	433	장갑	0	601	0	5	100	6056	10	0	0	1000000	0	0	2	
//	434	장갑	0	601	0	6	100	6056	11	0	0	1000000	0	0	2	
//	435	장갑	0	601	0	7	100	6056	14	0	0	1000000	0	0	2	
//	436	장갑	0	601	0	8	100	6056	16	0	0	1000000	0	0	2	
//	437	장갑	0	601	0	9	100	6056	19	0	0	1000000	0	0	2	
//	438	장갑	0	601	0	10	100	6056	34	0	0	1000000	0	0	2	
//	439	장갑	0	601	0	11	100	6056	39	0	0	1000000	0	0	2	
//	440	장갑	0	601	0	12	100	6056	54	0	0	1000000	0	0	2	
//	441	벨트	0	701	0	0	100	6056	2	0	0	1000000	0	0	2	
//	442	벨트	0	701	0	1	100	6056	3	0	0	1000000	0	0	2	
//	443	벨트	0	701	0	2	100	6056	4	0	0	1000000	0	0	2	
//	444	벨트	0	701	0	3	100	6056	5	0	0	1000000	0	0	2	
//	445	벨트	0	701	0	4	100	6056	6	0	0	1000000	0	0	2	
//	446	벨트	0	701	0	5	100	6056	7	0	0	1000000	0	0	2	
//	447	벨트	0	701	0	6	100	6056	8	0	0	1000000	0	0	2	
//	448	벨트	0	701	0	7	100	6056	11	0	0	1000000	0	0	2	
//	449	벨트	0	701	0	8	100	6056	13	0	0	1000000	0	0	2	
//	450	벨트	0	701	0	9	100	6056	16	0	0	1000000	0	0	2	
//	451	벨트	0	701	0	10	100	6056	31	0	0	1000000	0	0	2	
//	452	벨트	0	701	0	11	100	6056	36	0	0	1000000	0	0	2	
//	453	벨트	0	701	0	12	100	6056	51	0	0	1000000	0	0	2	
//	454	셔츠	0	801	0	0	100	6056	1	0	0	1000000	0	0	2	
//	455	셔츠	0	801	0	1	100	6056	2	0	0	1000000	0	0	2	
//	456	셔츠	0	801	0	2	100	6056	3	0	0	1000000	0	0	2	
//	457	셔츠	0	801	0	3	100	6056	4	0	0	1000000	0	0	2	
//	458	셔츠	0	801	0	4	100	6056	5	0	0	1000000	0	0	2	
//	459	셔츠	0	801	0	5	100	6056	6	0	0	1000000	0	0	2	
//	460	셔츠	0	801	0	6	100	6056	7	0	0	1000000	0	0	2	
//	461	셔츠	0	801	0	7	100	6056	10	0	0	1000000	0	0	2	
//	462	셔츠	0	801	0	8	100	6056	12	0	0	1000000	0	0	2	
//	463	셔츠	0	801	0	9	100	6056	15	0	0	1000000	0	0	2	
//	464	셔츠	0	801	0	10	100	6056	30	0	0	1000000	0	0	2	
//	465	셔츠	0	801	0	11	100	6056	35	0	0	1000000	0	0	2	
//	466	셔츠	0	801	0	12	100	6056	50	0	0	1000000	0	0	2	
//엘리트 1.5차 방어구 그룹																
//	467	갑옷	0	101	0	0	100	6056	22	0	0	1000000	0	0	3	
//	468	갑옷	0	101	0	1	100	6056	24	0	0	1000000	0	0	3	
//	469	갑옷	0	101	0	2	100	6056	26	0	0	1000000	0	0	3	
//	470	갑옷	0	101	0	3	100	6056	28	0	0	1000000	0	0	3	
//	471	갑옷	0	101	0	4	100	6056	30	0	0	1000000	0	0	3	
//	472	갑옷	0	101	0	5	100	6056	32	0	0	1000000	0	0	3	
//	473	갑옷	0	101	0	6	100	6056	34	0	0	1000000	0	0	3	
//	474	갑옷	0	101	0	7	100	6056	40	0	0	1000000	0	0	3	
//	475	갑옷	0	101	0	8	100	6056	44	0	0	1000000	0	0	3	
//	476	갑옷	0	101	0	9	100	6056	50	0	0	1000000	0	0	3	
//	477	갑옷	0	101	0	10	100	6056	80	0	0	1000000	0	0	3	
//	478	갑옷	0	101	0	11	100	6056	90	0	0	1000000	0	0	3	
//	479	갑옷	0	101	0	12	100	6056	120	0	0	1000000	0	0	3	
//	480	프로텍터	0	201	0	0	100	6056	6	0	0	1000000	0	0	3	
//	481	프로텍터	0	201	0	1	100	6056	8	0	0	1000000	0	0	3	
//	482	프로텍터	0	201	0	2	100	6056	10	0	0	1000000	0	0	3	
//	483	프로텍터	0	201	0	3	100	6056	12	0	0	1000000	0	0	3	
//	484	프로텍터	0	201	0	4	100	6056	14	0	0	1000000	0	0	3	
//	485	프로텍터	0	201	0	5	100	6056	16	0	0	1000000	0	0	3	
//	486	프로텍터	0	201	0	6	100	6056	18	0	0	1000000	0	0	3	
//	487	프로텍터	0	201	0	7	100	6056	24	0	0	1000000	0	0	3	
//	488	프로텍터	0	201	0	8	100	6056	28	0	0	1000000	0	0	3	
//	489	프로텍터	0	201	0	9	100	6056	34	0	0	1000000	0	0	3	
//	490	프로텍터	0	201	0	10	100	6056	64	0	0	1000000	0	0	3	
//	491	프로텍터	0	201	0	11	100	6056	74	0	0	1000000	0	0	3	
//	492	프로텍터	0	201	0	12	100	6056	104	0	0	1000000	0	0	3	
//	493	헬멧	0	301	0	0	100	6056	14	0	0	1000000	0	0	3	
//	494	헬멧	0	301	0	1	100	6056	16	0	0	1000000	0	0	3	
//	495	헬멧	0	301	0	2	100	6056	18	0	0	1000000	0	0	3	
//	496	헬멧	0	301	0	3	100	6056	20	0	0	1000000	0	0	3	
//	497	헬멧	0	301	0	4	100	6056	22	0	0	1000000	0	0	3	
//	498	헬멧	0	301	0	5	100	6056	24	0	0	1000000	0	0	3	
//	499	헬멧	0	301	0	6	100	6056	26	0	0	1000000	0	0	3	
//	500	헬멧	0	301	0	7	100	6056	32	0	0	1000000	0	0	3	
//	501	헬멧	0	301	0	8	100	6056	36	0	0	1000000	0	0	3	
//	502	헬멧	0	301	0	9	100	6056	42	0	0	1000000	0	0	3	
//	503	헬멧	0	301	0	10	100	6056	72	0	0	1000000	0	0	3	
//	504	헬멧	0	301	0	11	100	6056	82	0	0	1000000	0	0	3	
//	505	헬멧	0	301	0	12	100	6056	112	0	0	1000000	0	0	3	
//	506	바지	0	401	0	0	100	6056	18	0	0	1000000	0	0	3	
//	507	바지	0	401	0	1	100	6056	20	0	0	1000000	0	0	3	
//	508	바지	0	401	0	2	100	6056	22	0	0	1000000	0	0	3	
//	509	바지	0	401	0	3	100	6056	24	0	0	1000000	0	0	3	
//	510	바지	0	401	0	4	100	6056	26	0	0	1000000	0	0	3	
//	511	바지	0	401	0	5	100	6056	28	0	0	1000000	0	0	3	
//	512	바지	0	401	0	6	100	6056	30	0	0	1000000	0	0	3	
//	513	바지	0	401	0	7	100	6056	36	0	0	1000000	0	0	3	
//	514	바지	0	401	0	8	100	6056	40	0	0	1000000	0	0	3	
//	515	바지	0	401	0	9	100	6056	46	0	0	1000000	0	0	3	
//	516	바지	0	401	0	10	100	6056	76	0	0	1000000	0	0	3	
//	517	바지	0	401	0	11	100	6056	86	0	0	1000000	0	0	3	
//	518	바지	0	401	0	12	100	6056	116	0	0	1000000	0	0	3	
//	519	부츠	0	501	0	0	100	6056	10	0	0	1000000	0	0	3	
//	520	부츠	0	501	0	1	100	6056	12	0	0	1000000	0	0	3	
//	521	부츠	0	501	0	2	100	6056	14	0	0	1000000	0	0	3	
//	522	부츠	0	501	0	3	100	6056	16	0	0	1000000	0	0	3	
//	523	부츠	0	501	0	4	100	6056	18	0	0	1000000	0	0	3	
//	524	부츠	0	501	0	5	100	6056	20	0	0	1000000	0	0	3	
//	525	부츠	0	501	0	6	100	6056	22	0	0	1000000	0	0	3	
//	526	부츠	0	501	0	7	100	6056	28	0	0	1000000	0	0	3	
//	527	부츠	0	501	0	8	100	6056	32	0	0	1000000	0	0	3	
//	528	부츠	0	501	0	9	100	6056	38	0	0	1000000	0	0	3	
//	529	부츠	0	501	0	10	100	6056	68	0	0	1000000	0	0	3	
//	530	부츠	0	501	0	11	100	6056	78	0	0	1000000	0	0	3	
//	531	부츠	0	501	0	12	100	6056	108	0	0	1000000	0	0	3	
//	532	장갑	0	601	0	0	100	6056	10	0	0	1000000	0	0	3	
//	533	장갑	0	601	0	1	100	6056	12	0	0	1000000	0	0	3	
//	534	장갑	0	601	0	2	100	6056	14	0	0	1000000	0	0	3	
//	535	장갑	0	601	0	3	100	6056	16	0	0	1000000	0	0	3	
//	536	장갑	0	601	0	4	100	6056	18	0	0	1000000	0	0	3	
//	537	장갑	0	601	0	5	100	6056	20	0	0	1000000	0	0	3	
//	538	장갑	0	601	0	6	100	6056	22	0	0	1000000	0	0	3	
//	539	장갑	0	601	0	7	100	6056	28	0	0	1000000	0	0	3	
//	540	장갑	0	601	0	8	100	6056	32	0	0	1000000	0	0	3	
//	541	장갑	0	601	0	9	100	6056	38	0	0	1000000	0	0	3	
//	542	장갑	0	601	0	10	100	6056	68	0	0	1000000	0	0	3	
//	543	장갑	0	601	0	11	100	6056	78	0	0	1000000	0	0	3	
//	544	장갑	0	601	0	12	100	6056	108	0	0	1000000	0	0	3	
//	545	벨트	0	701	0	0	100	6056	4	0	0	1000000	0	0	3	
//	546	벨트	0	701	0	1	100	6056	6	0	0	1000000	0	0	3	
//	547	벨트	0	701	0	2	100	6056	8	0	0	1000000	0	0	3	
//	548	벨트	0	701	0	3	100	6056	10	0	0	1000000	0	0	3	
//	549	벨트	0	701	0	4	100	6056	12	0	0	1000000	0	0	3	
//	550	벨트	0	701	0	5	100	6056	14	0	0	1000000	0	0	3	
//	551	벨트	0	701	0	6	100	6056	16	0	0	1000000	0	0	3	
//	552	벨트	0	701	0	7	100	6056	22	0	0	1000000	0	0	3	
//	553	벨트	0	701	0	8	100	6056	26	0	0	1000000	0	0	3	
//	554	벨트	0	701	0	9	100	6056	32	0	0	1000000	0	0	3	
//	555	벨트	0	701	0	10	100	6056	62	0	0	1000000	0	0	3	
//	556	벨트	0	701	0	11	100	6056	72	0	0	1000000	0	0	3	
//	557	벨트	0	701	0	12	100	6056	102	0	0	1000000	0	0	3	
//	558	셔츠	0	801	0	0	100	6056	2	0	0	1000000	0	0	3	
//	559	셔츠	0	801	0	1	100	6056	4	0	0	1000000	0	0	3	
//	560	셔츠	0	801	0	2	100	6056	6	0	0	1000000	0	0	3	
//	561	셔츠	0	801	0	3	100	6056	8	0	0	1000000	0	0	3	
//	562	셔츠	0	801	0	4	100	6056	10	0	0	1000000	0	0	3	
//	563	셔츠	0	801	0	5	100	6056	12	0	0	1000000	0	0	3	
//	564	셔츠	0	801	0	6	100	6056	14	0	0	1000000	0	0	3	
//	565	셔츠	0	801	0	7	100	6056	20	0	0	1000000	0	0	3	
//	566	셔츠	0	801	0	8	100	6056	24	0	0	1000000	0	0	3	
//	567	셔츠	0	801	0	9	100	6056	30	0	0	1000000	0	0	3	
//	568	셔츠	0	801	0	10	100	6056	60	0	0	1000000	0	0	3	
//	569	셔츠	0	801	0	11	100	6056	70	0	0	1000000	0	0	3	
//	570	셔츠	0	801	0	12	100	6056	100	0	0	1000000	0	0	3	
