//최종수정자:김태현		행	13	1120					//	헌팅은몬스터타입1			///5분확률:0.025																																																																																																																																																																																																																																																		
//	최초작성일2005년4월42일	열	1	28					//	필드는몬스터타입2			//리젠타임		12000																																																																																																																																																																																																																																																
//	최종수정일:	2009-05-28																																																																																																																																																																																																																																																													
//Version	0.0.0.1																																																																																																																																																																																																																																																														
//		필드시작/끝	710	4220																																																																																																																																																																																																																																																											
//																																																																																																																																																																																																																																																															
//																																																																																																																																																																																																																																																															
//	//몬스터스프레딩스크립트																																																																																																																																																																																																																																																														
//					//좌표계번호가9900인경우해당맵에서랜덤하게등장하는몬스터이다.																			*파라미터추가!!!!!여기부터~																																																																																																																																																																																																																																							
//	//번호	필드의설명	맵번호	세부맵번호	좌표계번호	배치몬스터타입	리젠우선순위	영역속성	리젠타임	리젠확률	그룹ID1	그룹ID2	그룹ID3	몬스터1코드	몬스터당최대	몬스터2코드	몬스터당최대	몬스터3코드	몬스터당최대	몬스터4코드	몬스터당최대	몬스터5코드	몬스터당최대	몬스터6코드	몬스터당최대	몬스터7코드	몬스터당최대																																																																																																																																																																																																																																				
	Num	Desc	Mapcode	FieldIndex	LocationID	MonType	bAllRegen	byMoveAttitude	dRegenTime	fRegenRate	GroupID1	GroupID2	GroupID3	MonCode1	MaxRegenLimit1	MonCode2	MaxRegenLimit2	MonCode3	MaxRegenLimit3	MonCode4	MaxRegenLimit4	MonCode5	MaxRegenLimit5	MonCode6	MaxRegenLimit6	MonCode7	MaxRegenLimit7	FieldEnd																																																																																																																																																																																																																																			
//	10247 	자피르호수	20004	20004	3067	2	0	2	240000	1	0	0	0	1025	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10248 	자피르호수	20004	20004	3068	2	0	2	240000	1	0	0	0	1025	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10249 	자피르호수	20004	20004	3069	2	0	2	240000	1	0	0	0	1025	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10250 	자피르호수	20004	20004	3070	2	0	2	240000	1	0	0	0	1025	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10251 	자피르호수	20004	20004	3071	2	0	2	240000	1	0	0	0	1025	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10252 	자피르호수	20004	20004	3072	2	0	2	240000	1	0	0	0	1025	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10253 																																																																																																																																																																																																																																																														
//	10254 	자피르호수	20004	20004	3081	2	0	2	480000	1	0	0	0	1036	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10255 	자피르호수	20004	20004	3082	2	0	2	360000	1	0	0	0	1035	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10256 	자피르호수	20004	20004	3083	2	0	2	360000	1	0	0	0	1035	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10257 	자피르호수	20004	20004	3084	2	0	2	240000	1	0	0	0	1034	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10258 	자피르호수	20004	20004	3085	2	0	2	240000	1	0	0	0	1034	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10259 	자피르호수	20004	20004	3086	2	0	2	240000	1	0	0	0	1034	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10260 	자피르호수	20004	20004	3087	2	0	2	240000	1	0	0	0	1033	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10261 	자피르호수	20004	20004	3088	2	0	2	240000	1	0	0	0	1033	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10262 	자피르호수	20004	20004	3089	2	0	2	240000	1	0	0	0	1033	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10263 	자피르호수	20004	20004	3090	2	0	2	240000	1	0	0	0	1033	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10264 	자피르호수	20004	20004	3091	2	0	2	240000	1	0	0	0	1033	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10265 	자피르호수	20004	20004	3092	2	0	2	240000	1	0	0	0	1033	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10266 																																																																																																																																																																																																																																																														
//	10267 	자피르호수	20004	20004	3101	2	0	2	240000	1	0	0	0	1032	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10268 	자피르호수	20004	20004	3102	2	0	2	180000	1	0	0	0	1031	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10269 	자피르호수	20004	20004	3103	2	0	2	180000	1	0	0	0	1031	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10270 	자피르호수	20004	20004	3104	2	0	2	120000	1	0	0	0	1030	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10271 	자피르호수	20004	20004	3105	2	0	2	120000	1	0	0	0	1030	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10272 	자피르호수	20004	20004	3106	2	0	2	120000	1	0	0	0	1030	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10273 	자피르호수	20004	20004	3107	2	0	2	120000	1	0	0	0	1029	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10274 	자피르호수	20004	20004	3108	2	0	2	120000	1	0	0	0	1029	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10275 	자피르호수	20004	20004	3109	2	0	2	120000	1	0	0	0	1029	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10276 	자피르호수	20004	20004	3110	2	0	2	120000	1	0	0	0	1029	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10277 	자피르호수	20004	20004	3111	2	0	2	120000	1	0	0	0	1029	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10278 	자피르호수	20004	20004	3112	2	0	2	120000	1	0	0	0	1029	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10279 																																																																																																																																																																																																																																																														
//	10280 	자피르호수	20004	20004	3121	2	0	2	480000	1	0	0	0	1040	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10281 	자피르호수	20004	20004	3122	2	0	2	360000	1	0	0	0	1039	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10282 	자피르호수	20004	20004	3123	2	0	2	360000	1	0	0	0	1039	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10283 	자피르호수	20004	20004	3124	2	0	2	240000	1	0	0	0	1038	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10284 	자피르호수	20004	20004	3125	2	0	2	240000	1	0	0	0	1038	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10285 	자피르호수	20004	20004	3126	2	0	2	240000	1	0	0	0	1038	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10286 	자피르호수	20004	20004	3127	2	0	2	240000	1	0	0	0	1037	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10287 	자피르호수	20004	20004	3128	2	0	2	240000	1	0	0	0	1037	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10288 	자피르호수	20004	20004	3129	2	0	2	240000	1	0	0	0	1037	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10289 	자피르호수	20004	20004	3130	2	0	2	240000	1	0	0	0	1037	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10290 	자피르호수	20004	20004	3131	2	0	2	240000	1	0	0	0	1037	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10291 	자피르호수	20004	20004	3132	2	0	2	240000	1	0	0	0	1037	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10292 																																																																																																																																																																																																																																																														
//	10293 	자피르호수	20004	20004	3141	2	0	2	240000	1	0	0	0	1016	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10294 	자피르호수	20004	20004	3142	2	0	2	180000	1	0	0	0	1015	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10295 	자피르호수	20004	20004	3143	2	0	2	180000	1	0	0	0	1015	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10296 	자피르호수	20004	20004	3144	2	0	2	120000	1	0	0	0	1014	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10297 	자피르호수	20004	20004	3145	2	0	2	120000	1	0	0	0	1014	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10298 	자피르호수	20004	20004	3146	2	0	2	120000	1	0	0	0	1014	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10299 	자피르호수	20004	20004	3147	2	0	2	120000	1	0	0	0	1014	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10300 	자피르호수	20004	20004	3148	2	0	2	120000	1	0	0	0	1014	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10301 	자피르호수	20004	20004	3149	2	0	2	120000	1	0	0	0	1014	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10302 																																																																																																																																																																																																																																																														
//	10303 	자피르호수	20004	20004	3161	2	0	2	240000	1	0	0	0	1020	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10304 	자피르호수	20004	20004	3162	2	0	2	180000	1	0	0	0	1019	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10305 	자피르호수	20004	20004	3163	2	0	2	180000	1	0	0	0	1019	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10306 	자피르호수	20004	20004	3164	2	0	2	120000	1	0	0	0	1018	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10307 	자피르호수	20004	20004	3165	2	0	2	120000	1	0	0	0	1018	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10308 	자피르호수	20004	20004	3166	2	0	2	120000	1	0	0	0	1018	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10309 	자피르호수	20004	20004	3167	2	0	2	120000	1	0	0	0	1017	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10310 	자피르호수	20004	20004	3168	2	0	2	120000	1	0	0	0	1017	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10311 	자피르호수	20004	20004	3169	2	0	2	120000	1	0	0	0	1017	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10312 	자피르호수	20004	20004	3170	2	0	2	120000	1	0	0	0	1017	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10313 																																																																																																																																																																																																																																																														
//	10314 	자피르호수	20004	20004	3181	2	0	2	240000	1	0	0	0	1004	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10315 	자피르호수	20004	20004	3182	2	0	2	180000	1	0	0	0	1003	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10316 	자피르호수	20004	20004	3183	2	0	2	180000	1	0	0	0	1003	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10317 	자피르호수	20004	20004	3184	2	0	2	90000	1	0	0	0	1002	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10318 	자피르호수	20004	20004	3185	2	0	2	90000	1	0	0	0	1002	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10319 	자피르호수	20004	20004	3186	2	0	2	90000	1	0	0	0	1002	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10320 	자피르호수	20004	20004	3187	2	0	2	90000	1	0	0	0	1001	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10322 	자피르호수	20004	20004	3189	2	0	2	90000	1	0	0	0	1001	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10323 	자피르호수	20004	20004	3190	2	0	2	90000	1	0	0	0	1001	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10324 	필드레이드(야수파수꾼)	20004	20004	5101	2	0	2	3600000	1	0	0	0	2131	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10325 	필드레이드(파수꾼의호위병)	20004	20004	5102	2	0	2	2400000	1	0	0	0	2132	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10326 	필드레이드(파수꾼의호위병)	20004	20004	5103	2	0	2	2400000	1	0	0	0	2132	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10327 	자피르호수(AC슬라임)	20004	20004	7777	2	0	2	7200000	1	0	0	0	2004	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10328 	숲의입구레벨구간6~9																																																																																																																																																																																																																																																													
//	10329 	숲의입구	20001	20001	1001	1	0	0	120000	1	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10330 	숲의입구	20001	20001	1001	1	0	0	120000	1	0	0	0	14	1	17	1	7014	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10331 	숲의입구	20001	20001	1002	1	0	0	120000	1	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10332 	숲의입구	20001	20001	1002	1	0	0	120000	1	0	0	0	14	1	17	1	7017	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10333 	숲의입구	20001	20001	1003	1	0	0	120000	1	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10334 	7렙구간																																																																																																																																																																																																																																																													
//	10335 	숲의입구	20001	20001	1004	1	0	0	120000	1	0	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10336 	숲의입구	20001	20001	1004	1	0	0	120000	1	0	0	0	15	1	18	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10337 	숲의입구	20001	20001	1005	1	0	0	120000	1	0	0	0	18	1	21	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10338 	숲의입구	20001	20001	1006	1	0	0	120000	1	0	0	0	15	1	18	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10339 	숲의입구	20001	20001	1007	1	0	0	120000	1	0	0	0	18	1	21	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10340 	숲의입구	20001	20001	1008	1	0	0	120000	1	0	0	0	7021	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10341 	숲의입구	20001	20001	1008	1	0	0	120000	1	0	0	0	15	1	18	1	21	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10342 	숲의입구	20001	20001	1009	1	0	0	120000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10343 	숲의입구	20001	20001	1009	1	0	0	120000	1	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10344 	숲의입구	20001	20001	1010	1	0	0	120000	1	0	0	0	7018	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10345 	숲의입구	20001	20001	1010	1	0	0	120000	1	0	0	0	0	0	18	1	21	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10346 	8렙구간																																																																																																																																																																																																																																																													
//	10347 	숲의입구	20001	20001	1011	1	0	0	120000	1	0	0	0	19	1	22	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10348 	숲의입구	20001	20001	1012	1	0	0	120000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10349 	숲의입구	20001	20001	1012	1	0	0	120000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10350 	숲의입구	20001	20001	1013	1	0	0	120000	1	0	0	0	19	1	22	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10351 	숲의입구	20001	20001	1013	1	0	0	120000	1	0	0	0	7019	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10352 	숲의입구	20001	20001	1014	1	0	0	120000	1	0	0	0	19	1	22	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10353 	숲의입구	20001	20001	1014	1	0	0	120000	1	0	0	0	7022	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10354 	숲의입구	20001	20001	1015	1	0	0	120000	1	0	0	0	19	1	22	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10355 	숲의입구	20001	20001	1016	1	0	0	120000	1	0	0	0	19	1	22	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10356 	숲의입구	20001	20001	1017	1	0	0	120000	1	0	0	0	19	1	22	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10357 	9렙구간																																																																																																																																																																																																																																																													
//	10358 	숲의입구	20001	20001	1018	1	0	0	120000	1	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10359 	숲의입구	20001	20001	1018	1	0	0	120000	1	0	0	0	7020	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10360 	숲의입구	20001	20001	1019	1	0	0	120000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10361 	숲의입구	20001	20001	1019	1	0	0	120000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10362 	숲의입구	20001	20001	1020	1	0	0	120000	1	0	0	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10363 	숲의입구	20001	20001	1020	1	0	0	120000	1	0	0	0	7026	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10364 	숲의입구	20001	20001	1021	1	0	0	120000	1	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10365 	숲의입구	20001	20001	1022	1	0	0	120000	1	0	0	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10366 	숲의입구	20001	20001	1023	1	0	0	120000	1	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10367 	숲의입구	20001	20001	1023	1	0	0	120000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10368 	숲의입구	20001	20001	1025	1	0	0	120000	1	0	0	0	23	1	26	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10369 	숲의입구	20001	20001	1025	1	0	0	120000	1	0	0	0	7026	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10370 	숲의입구	20001	20001	1026	1	0	0	120000	1	0	0	0	23	1	26	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10371 	숲의입구	20001	20001	1026	1	0	0	120000	1	0	0	0	7026	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10372 	패트롤																																																																																																																																																																																																																																																													
//	10373 	숲의입구	20001	20001	2001	1	0	0	120000	1	0	0	0	55	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10374 	정지형																																																																																																																																																																																																																																																													
//	10375 	숲의입구	20001	20001	4001	1	0	2	120000	1	0	0	0	7018	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10376 	숲의입구	20001	20001	4002	1	0	2	120000	1	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10377 	숲의입구	20001	20001	4003	1	0	2	120000	1	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10378 	숲의입구	20001	20001	4021	1	0	2	120000	1	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10379 	숲의입구	20001	20001	4022	1	0	2	120000	1	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10380 	캠프1																																																																																																																																																																																																																																																													
//	10381 	숲의입구	20001	20001	3001	1	0	2	120000	1	0	0	0	1053	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10382 	숲의입구	20001	20001	3002	1	0	2	120000	1	0	0	0	1052	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10383 	숲의입구	20001	20001	3003	1	0	2	120000	1	0	0	0	1052	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10384 	숲의입구	20001	20001	3004	1	0	2	120000	1	0	0	0	1051	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10385 	숲의입구	20001	20001	3005	1	0	2	120000	1	0	0	0	1051	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10386 	숲의입구	20001	20001	3006	1	0	2	120000	1	0	0	0	1051	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10387 	캠프2																																																																																																																																																																																																																																																													
//	10388 	숲의입구	20001	20001	3021	1	0	2	120000	1	0	0	0	1056	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10389 	숲의입구	20001	20001	3022	1	0	2	120000	1	0	0	0	1055	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10390 	숲의입구	20001	20001	3023	1	0	2	120000	1	0	0	0	1055	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
